����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
002557.SZ,ǢǢʳƷ,20110325,36.98,36.97,37.17,36.97,37.14,568878,21078614.3,0.16,0.4327,37.053,1.4222,1485600000,,7428000000,40000000,0,200000000,48.8361,14.1382,3.4648,-612.9133,
002557.SZ,ǢǢʳƷ,20110328,37.14,37.14,37.25,36.85,37,942200,34829618.7,-0.14,-0.377,36.9663,2.3555,1480000000,,7400000000,40000000,0,200000000,48.652,14.0849,3.4518,-610.6029,
002557.SZ,ǢǢʳƷ,20110329,37,36.91,36.99,36.58,36.7,991856,36388721.7,-0.3,-0.8108,36.6875,2.4796,1468000000,,7340000000,40000000,0,200000000,48.2575,13.9707,3.4238,-605.6521,
002557.SZ,ǢǢʳƷ,20110330,36.7,36.7,36.72,36.5,36.6,631075,23092565.3,-0.1,-0.2725,36.5924,1.5777,1464000000,,7320000000,40000000,0,200000000,48.126,13.9326,3.4145,-604.0018,
002557.SZ,ǢǢʳƷ,20110331,36.6,36.55,36.74,36.21,36.25,582579,21201575.7,-0.35,-0.9563,36.3926,1.4564,1450000000,,7250000000,40000000,0,200000000,47.6658,13.7994,3.3818,-598.2258,
002557.SZ,ǢǢʳƷ,20110401,36.25,36.37,36.46,36.22,36.42,322818,11724435.8,0.17,0.469,36.319,0.807,1456800000,,7284000000,40000000,0,200000000,47.8894,13.8641,3.3977,-601.0313,
002557.SZ,ǢǢʳƷ,20110406,36.42,36.42,36.42,36.42,36.42,,,0,0,,,1456800000,,7284000000,40000000,0,200000000,47.8894,13.8641,3.3977,-601.0313,
002557.SZ,ǢǢʳƷ,20110407,36.42,36.42,36.75,36.31,36.58,485626,17738353.4,0.16,0.4393,36.5268,1.2141,1463200000,,7316000000,40000000,0,200000000,48.0998,13.925,3.4126,-603.6718,
002557.SZ,ǢǢʳƷ,20110408,36.58,36.58,36.74,36.41,36.56,389397,14232106.6,-0.02,-0.0547,36.5491,0.9735,1462400000,,7312000000,40000000,0,200000000,48.0735,13.9174,3.4107,-603.3417,
002557.SZ,ǢǢʳƷ,20110411,36.56,36.6,36.69,36.46,36.5,402729,14710010.8,-0.06,-0.1641,36.5258,1.0068,1460000000,,7300000000,40000000,0,200000000,47.9946,13.8945,3.4051,-602.3515,
002557.SZ,ǢǢʳƷ,20110412,36.5,36.48,36.68,36.42,36.59,433470,15827774.3,0.09,0.2466,36.5141,1.0837,1463600000,,7318000000,40000000,0,200000000,48.1129,13.9288,3.4135,-603.8368,
002557.SZ,ǢǢʳƷ,20110413,36.59,36.5,36.75,36.48,36.75,396699,14523716.3,0.16,0.4373,36.6114,0.9917,1470000000,,7350000000,40000000,0,200000000,48.3233,13.9897,3.4285,-606.4772,
002557.SZ,ǢǢʳƷ,20110414,36.75,36.76,36.85,36.62,36.72,426855,15668164.3,-0.03,-0.0816,36.7061,1.0671,1468800000,,7344000000,40000000,0,200000000,48.2838,13.9783,3.4257,-605.9821,
002557.SZ,ǢǢʳƷ,20110415,36.72,36.5,36.56,35.99,36.03,976776,35338262.8,-0.69,-1.8791,36.1785,2.4419,1441200000,,7206000000,40000000,0,200000000,47.6928,2.9356,3.3613,-594.5952,
002557.SZ,ǢǢʳƷ,20110418,36.03,36.09,36.13,35.8,35.87,587178,21078908.6,-0.16,-0.4441,35.8987,1.4679,1434800000,,7174000000,40000000,0,200000000,47.481,2.9226,3.3464,-591.9548,
002557.SZ,ǢǢʳƷ,20110419,35.87,35.73,35.73,35.46,35.58,576693,20494987.9,-0.29,-0.8085,35.5388,1.4417,1423200000,,7116000000,40000000,0,200000000,47.0972,2.899,3.3193,-587.1689,
002557.SZ,ǢǢʳƷ,20110420,35.58,35.5,35.7,35.49,35.66,332117,11822686.1,0.08,0.2248,35.598,0.8303,1426400000,,7132000000,40000000,0,200000000,47.2031,2.9055,3.3268,-588.4892,
002557.SZ,ǢǢʳƷ,20110421,35.66,35.66,35.69,35.49,35.55,387237,13768483.5,-0.11,-0.3085,35.5557,0.9681,1422000000,,7110000000,40000000,0,200000000,47.0575,2.8965,3.3165,-586.6739,
002557.SZ,ǢǢʳƷ,20110422,35.55,35.53,35.53,35.31,35.5,517509,18332196.7,-0.05,-0.1406,35.4239,1.2938,1420000000,,7100000000,40000000,0,200000000,46.9913,2.8924,3.3118,-585.8488,
002557.SZ,ǢǢʳƷ,20110425,35.5,35.45,35.51,35.01,35.02,456709,16044215.1,-0.48,-1.3521,35.1301,1.1418,1400800000,,7004000000,40000000,0,200000000,46.3559,2.8533,3.2671,-577.9274,
002557.SZ,ǢǢʳƷ,20110426,35.02,35.02,35.09,34,34.52,788130,27164765.4,-0.5,-1.4278,34.4674,1.9703,1380800000,,6904000000,40000000,0,200000000,45.6941,2.8126,3.2204,-569.676,
002557.SZ,ǢǢʳƷ,20110427,34.52,34.23,34.51,34.21,34.37,386868,13272692.9,-0.15,-0.4345,34.3081,0.9672,1374800000,,6874000000,40000000,0,200000000,45.4955,2.8004,3.2064,-567.2006,
002557.SZ,ǢǢʳƷ,20110428,34.37,34.5,34.5,33.64,34,497349,16903705.4,-0.37,-1.0765,33.9876,1.2434,1360000000,,6800000000,40000000,0,200000000,45.0057,2.7702,3.1719,-561.0945,
002557.SZ,ǢǢʳƷ,20110429,34,33.98,34.09,33.62,34.04,335487,11373930.9,0.04,0.1176,33.9027,0.8387,1361600000,,6808000000,40000000,0,200000000,45.0587,2.7735,3.1756,-561.7547,
002557.SZ,ǢǢʳƷ,20110503,34.04,34.1,34.14,33.75,34.09,206190,6998612.2,0.05,0.1469,33.9425,0.5155,1363600000,,6818000000,40000000,0,200000000,45.1249,2.7776,3.1803,-562.5798,
002557.SZ,ǢǢʳƷ,20110504,34.09,34,34.2,33.85,34.1,294862,10029167.5,0.01,0.0293,34.0131,0.7372,1364000000,,6820000000,40000000,0,200000000,45.1381,2.7784,3.1812,-562.7449,
002557.SZ,ǢǢʳƷ,20110505,34.1,33.98,34.68,33.95,34.51,489361,16859282.9,0.41,1.2023,34.4516,1.2234,1380400000,,6902000000,40000000,0,200000000,45.6808,2.8118,3.2195,-569.511,
002557.SZ,ǢǢʳƷ,20110506,34.51,34.44,34.53,34.22,34.35,224733,7724927.8,-0.16,-0.4636,34.3738,0.5618,1374000000,,6870000000,40000000,0,200000000,45.469,2.7987,3.2046,-566.8705,
002557.SZ,ǢǢʳƷ,20110509,34.35,34.4,34.78,34.4,34.45,219750,7604800.5,0.1,0.2911,34.6066,0.5494,1378000000,,6890000000,40000000,0,200000000,45.6014,2.8069,3.2139,-568.5208,
002557.SZ,ǢǢʳƷ,20110510,34.45,34.48,34.58,34.09,34.13,228699,7825574.9,-0.32,-0.9289,34.2178,0.5717,1365200000,,6826000000,40000000,0,200000000,45.1778,2.7808,3.184,-563.2399,
002557.SZ,ǢǢʳƷ,20110511,34.13,34,34.22,34,34.1,123360,4208725.6,-0.03,-0.0879,34.1174,0.3084,1364000000,,6820000000,40000000,0,200000000,45.1381,2.7784,3.1812,-562.7449,
002557.SZ,ǢǢʳƷ,20110512,34.1,34.05,34.05,33.68,33.68,271237,9175897.9,-0.42,-1.2317,33.8298,0.6781,1347200000,,6736000000,40000000,0,200000000,44.5821,2.7441,3.1421,-555.8137,
002557.SZ,ǢǢʳƷ,20110513,33.68,33.69,33.74,33.12,33.54,301964,10100426.8,-0.14,-0.4157,33.4491,0.7549,1341600000,,6708000000,40000000,0,200000000,44.3968,2.7327,3.129,-553.5033,
002557.SZ,ǢǢʳƷ,20110516,33.54,33.74,33.74,33.36,33.44,200147,6718015.6,-0.1,-0.2982,33.5654,0.5004,1337600000,,6688000000,40000000,0,200000000,44.2645,2.7246,3.1197,-551.853,
002557.SZ,ǢǢʳƷ,20110517,33.44,33.5,33.5,33.12,33.27,165402,5502928.6,-0.17,-0.5084,33.27,0.4135,1330800000,,6654000000,40000000,0,200000000,44.0394,2.7107,3.1038,-549.0475,
002557.SZ,ǢǢʳƷ,20110518,33.27,33.27,33.7,33.27,33.65,214077,7190632.8,0.38,1.1422,33.589,0.5352,1346000000,,6730000000,40000000,0,200000000,44.5424,2.7417,3.1393,-555.3186,
002557.SZ,ǢǢʳƷ,20110519,33.65,33.65,33.68,33.45,33.57,129141,4333757.1,-0.08,-0.2377,33.5583,0.3229,1342800000,,6714000000,40000000,0,200000000,44.4365,2.7352,3.1318,-553.9984,
002557.SZ,ǢǢʳƷ,20110520,33.57,33.4,33.6,33.3,33.33,132750,4432404.5,-0.24,-0.7149,33.3891,0.3319,1333200000,,6666000000,40000000,0,200000000,44.1189,2.7156,3.1094,-550.0377,
002557.SZ,ǢǢʳƷ,20110523,33.33,33.21,33.21,31.87,31.87,340850,11076173,-1.46,-4.3804,32.4957,0.8521,1274800000,,6374000000,40000000,0,200000000,42.1863,2.5967,2.9732,-525.9437,
002557.SZ,ǢǢʳƷ,20110524,31.87,31.58,31.79,31.49,31.78,198245,6264366.8,-0.09,-0.2824,31.5991,0.4956,1271200000,,6356000000,40000000,0,200000000,42.0671,2.5893,2.9648,-524.4584,
002557.SZ,ǢǢʳƷ,20110525,31.78,31.63,31.8,31.03,31.07,173569,5459548.6,-0.71,-2.2341,31.4546,0.4339,1242800000,,6214000000,40000000,0,200000000,41.1273,2.5315,2.8986,-512.7414,
002557.SZ,ǢǢʳƷ,20110526,31.07,31.2,31.6,30.8,30.8,184109,5733900,-0.27,-0.869,31.1441,0.4603,1232000000,,6160000000,40000000,0,200000000,40.7699,2.5095,2.8734,-508.2857,
002557.SZ,ǢǢʳƷ,20110527,30.8,30,30.5,29.5,29.66,350732,10456379.3,-1.14,-3.7013,29.813,0.8768,1186400000,,5932000000,40000000,0,200000000,39.2609,2.4166,2.767,-489.4725,
002557.SZ,ǢǢʳƷ,20110530,29.66,29.76,29.76,29.2,29.44,186650,5498451,-0.22,-0.7417,29.4586,0.4666,1177600000,,5888000000,40000000,0,200000000,38.9697,2.3987,2.7465,-485.8419,
002557.SZ,ǢǢʳƷ,20110531,29.44,29.49,29.68,29.2,29.67,182859,5381014,0.23,0.7813,29.4271,0.4571,1186800000,,5934000000,40000000,0,200000000,39.2741,2.4174,2.768,-489.6375,
002557.SZ,ǢǢʳƷ,20110601,29.67,29.6,29.89,29.51,29.89,230650,6862867.7,0.22,0.7415,29.7545,0.5766,1195600000,,5978000000,40000000,0,200000000,39.5653,2.4353,2.7885,-493.2681,
002557.SZ,ǢǢʳƷ,20110602,29.89,29.73,29.73,28.59,29.01,697342,20264511.5,-0.88,-2.9441,29.0596,1.3947,1450500000,,5802000000,50000000,0,200000000,38.4005,2.3636,2.7064,-478.7457,
002557.SZ,ǢǢʳƷ,20110603,29.01,29.01,29.25,28.73,29.03,491359,14284236.7,0.02,0.0689,29.0709,0.9827,1451500000,,5806000000,50000000,0,200000000,38.427,2.3653,2.7082,-479.0757,
002557.SZ,ǢǢʳƷ,20110607,29.03,29.14,29.27,28.74,28.9,568174,16494148.3,-0.13,-0.4478,29.0301,1.1363,1445000000,,5780000000,50000000,0,200000000,38.2549,2.3547,2.6961,-476.9304,
002557.SZ,ǢǢʳƷ,20110608,28.9,28.69,28.93,28.18,28.5,826577,23540676.3,-0.4,-1.3841,28.4797,1.6532,1425000000,,5700000000,50000000,0,200000000,37.7254,2.3221,2.6588,-470.3293,
002557.SZ,ǢǢʳƷ,20110609,28.5,28.5,29.5,28.23,29.11,1241765,36201659.7,0.61,2.1404,29.1534,2.4835,1455500000,,5822000000,50000000,0,200000000,38.5328,2.3718,2.7157,-480.396,
002557.SZ,ǢǢʳƷ,20110610,29.11,29.11,30,28.7,29.99,987794,29120561.9,0.88,3.023,29.4804,1.9756,1499500000,,5998000000,50000000,0,200000000,39.6977,2.4435,2.7978,-494.9184,
002557.SZ,ǢǢʳƷ,20110613,29.99,29.71,30.4,29.34,30.15,766327,22962408.6,0.16,0.5335,29.9642,1.5327,1507500000,,6030000000,50000000,0,200000000,39.9095,2.4565,2.8127,-497.5589,
002557.SZ,ǢǢʳƷ,20110614,30.15,30.11,30.39,29.69,30.29,695199,20873070,0.14,0.4643,30.0246,1.3904,1514500000,,6058000000,50000000,0,200000000,40.0948,2.4679,2.8258,-499.8693,
002557.SZ,ǢǢʳƷ,20110615,30.29,29.95,30.28,29.52,29.52,434350,12951886.1,-0.77,-2.5421,29.819,0.8687,1476000000,,5904000000,50000000,0,200000000,39.0756,2.4052,2.754,-487.1621,
002557.SZ,ǢǢʳƷ,20110616,29.52,29.7,29.7,28.51,28.62,444943,12937194.6,-0.9,-3.0488,29.0761,0.8899,1431000000,,5724000000,50000000,0,200000000,37.8842,2.3319,2.67,-472.3096,
002557.SZ,ǢǢʳƷ,20110617,28.62,28.79,28.99,27.51,27.59,836472,23561149.1,-1.03,-3.5989,28.1673,1.6729,1379500000,,5518000000,50000000,0,200000000,36.5208,2.248,2.5739,-455.3117,
002557.SZ,ǢǢʳƷ,20110620,27.59,27.72,28.15,27.54,28.1,570139,15913858.3,0.51,1.8485,27.9122,1.1403,1405000000,,5620000000,50000000,0,200000000,37.1959,2.2895,2.6215,-463.7281,
002557.SZ,ǢǢʳƷ,20110621,28.1,27.95,28.68,27.9,28.6,527551,14984895.8,0.5,1.7794,28.4046,1.0551,1430000000,,5720000000,50000000,0,200000000,37.8578,2.3302,2.6681,-471.9796,
002557.SZ,ǢǢʳƷ,20110622,28.6,28.6,28.7,28.48,28.55,141826,4052229.5,-0.05,-0.1748,28.5718,0.2837,1427500000,,5710000000,50000000,0,200000000,37.7916,2.3262,2.6635,-471.1544,
002557.SZ,ǢǢʳƷ,20110623,28.55,28.55,28.99,28.18,28.96,393928,11291911.1,0.41,1.4361,28.6649,0.7879,1448000000,,5792000000,50000000,0,200000000,38.3343,2.3596,2.7017,-477.9206,
002557.SZ,ǢǢʳƷ,20110624,28.96,28.8,29.87,28.66,29.36,638531,18767103.4,0.4,1.3812,29.3911,1.2771,1468000000,,5872000000,50000000,0,200000000,38.8638,2.3922,2.739,-484.5217,
002557.SZ,ǢǢʳƷ,20110627,29.36,29.36,29.7,29.34,29.44,312639,9218317.3,0.08,0.2725,29.4855,0.6253,1472000000,,5888000000,50000000,0,200000000,38.9697,2.3987,2.7465,-485.8419,
002557.SZ,ǢǢʳƷ,20110628,29.44,29.45,29.54,29,29.25,260144,7600966.8,-0.19,-0.6454,29.2183,0.5203,1462500000,,5850000000,50000000,0,200000000,38.7182,2.3832,2.7288,-482.7064,
002557.SZ,ǢǢʳƷ,20110629,29.25,29.25,29.65,29.01,29.4,369800,10869389.2,0.15,0.5128,29.3926,0.7396,1470000000,,5880000000,50000000,0,200000000,38.9167,2.3954,2.7428,-485.1818,
002557.SZ,ǢǢʳƷ,20110630,29.4,29.45,29.76,29,29.76,440573,12995281.1,0.36,1.2245,29.4963,0.8898,1473601992.96,,5952000000,49516196,0,200000000,39.3933,2.4248,2.7764,-491.1228,
002557.SZ,ǢǢʳƷ,20110701,29.76,29.75,30.13,29.65,29.91,398563,11923751.1,0.15,0.504,29.9169,0.8049,1481029422.36,,5982000000,49516196,0,200000000,39.5918,2.437,2.7903,-493.5982,
002557.SZ,ǢǢʳƷ,20110704,29.91,29.92,30.5,29.8,30.5,604072,18284069.7,0.59,1.9726,30.268,1.2199,1510243978,,6100000000,49516196,0,200000000,40.3728,2.485,2.8454,-503.3348,
002557.SZ,ǢǢʳƷ,20110705,30.5,30.5,30.64,30.29,30.52,323866,9878592.8,0.02,0.0656,30.5021,0.6541,1511234301.92,,6104000000,49516196,0,200000000,40.3993,2.4867,2.8473,-503.6649,
002557.SZ,ǢǢʳƷ,20110706,30.52,30.52,30.52,30.52,30.52,,,0,0,,,1511234301.92,,6104000000,49516196,0,200000000,40.3993,2.4867,2.8473,-503.6649,
002557.SZ,ǢǢʳƷ,20110707,30.52,31,33.4,31,32.14,1897362,61715783.9,1.62,5.308,32.5272,3.8318,1591450539.44,,6428000000,49516196,0,200000000,42.5437,2.6187,2.9984,-530.3994,
002557.SZ,ǢǢʳƷ,20110708,32.14,31.91,32.8,31.68,32.4,712278,23043866.1,0.26,0.809,32.3523,1.4385,1604324750.4,,6480000000,49516196,0,200000000,42.8878,2.6399,3.0226,-534.6901,
002557.SZ,ǢǢʳƷ,20110711,32.4,32.51,33.77,32.51,33.57,1714823,57132121.1,1.17,3.6111,33.3166,3.4632,1662258699.72,,6714000000,49516196,0,200000000,44.4365,2.7352,3.1318,-553.9984,
002557.SZ,ǢǢʳƷ,20110712,33.57,33.35,33.35,32.6,32.63,881568,28976484.1,-0.94,-2.8001,32.8693,1.7804,1615713475.48,,6526000000,49516196,0,200000000,43.1923,2.6586,3.0441,-538.4858,
002557.SZ,ǢǢʳƷ,20110713,32.63,32.58,33.9,32.58,33.85,1367127,45946725.9,1.22,3.7389,33.6082,2.761,1676123234.6,,6770000000,49516196,0,200000000,44.8072,2.758,3.1579,-558.6191,
002557.SZ,ǢǢʳƷ,20110714,33.85,33.98,34.56,33.46,34.03,1240746,42212522.8,0.18,0.5318,34.0219,2.5057,1685036149.88,,6806000000,49516196,0,200000000,45.0454,2.7727,3.1747,-561.5897,
002557.SZ,ǢǢʳƷ,20110715,34.03,33.65,34.38,33.64,33.97,1145671,39115847.2,-0.06,-0.1763,34.1423,2.3137,1682065178.12,,6794000000,49516196,0,200000000,44.966,2.7678,3.1691,-560.5995,
002557.SZ,ǢǢʳƷ,20110718,33.97,33.9,34.42,33.8,34.3,909393,31032094.8,0.33,0.9714,34.124,1.8366,1698405522.8,,6860000000,49516196,0,200000000,45.4028,2.7947,3.1999,-566.0454,
002557.SZ,ǢǢʳƷ,20110719,34.3,34.01,34.17,33,33.05,962733,32046650.6,-1.25,-3.6443,33.2872,1.9443,1636510277.8,,6610000000,49516196,0,200000000,43.7482,2.6928,3.0833,-545.4169,
002557.SZ,ǢǢʳƷ,20110720,33.05,33.31,34.82,32.79,34.82,1657528,55921443.3,1.77,5.3555,33.7379,3.3474,1724153944.72,,6964000000,49516196,0,200000000,46.0912,2.837,3.2484,-574.6268,
002557.SZ,ǢǢʳƷ,20110721,34.82,34.7,35.2,34.3,34.65,1445407,50298418.2,-0.17,-0.4882,34.7988,2.9191,1715736191.4,,6930000000,49516196,0,200000000,45.8661,2.8232,3.2325,-571.8214,
002557.SZ,ǢǢʳƷ,20110722,34.65,34.52,35.81,34.52,35.65,2284611,80936549.1,1,2.886,35.4268,4.6139,1765252387.4,,7130000000,49516196,0,200000000,47.1898,2.9047,3.3258,-588.3242,
002557.SZ,ǢǢʳƷ,20110725,35.65,35.53,35.98,34.6,34.85,1115077,39431768.8,-0.8,-2.244,35.3624,2.2519,1725639430.6,,6970000000,49516196,0,200000000,46.1309,2.8395,3.2512,-575.1219,
002557.SZ,ǢǢʳƷ,20110726,34.85,34.96,35.34,34.06,34.18,1356492,46944076.9,-0.67,-1.9225,34.607,2.7395,1692463579.28,,6836000000,49516196,0,200000000,45.244,2.7849,3.1887,-564.0651,
002557.SZ,ǢǢʳƷ,20110727,34.18,34.15,34.16,32.9,33.8,2091748,69812831.8,-0.38,-1.1118,33.3754,4.2244,1673647424.8,,6760000000,49516196,0,200000000,44.741,2.7539,3.1532,-557.794,
002557.SZ,ǢǢʳƷ,20110728,33.8,33.7,34.98,33.5,34.03,2790562,95543899.4,0.23,0.6805,34.2382,5.6357,1685036149.88,,6806000000,49516196,0,200000000,41.8541,2.7382,3.1747,-561.5897,
002557.SZ,ǢǢʳƷ,20110729,34.03,33.9,34.48,33.43,33.9,1149242,39006871.1,-0.13,-0.382,33.9414,2.3209,1678599044.4,,6780000000,49516196,0,200000000,41.6942,2.7277,3.1626,-559.4443,
002557.SZ,ǢǢʳƷ,20110801,33.9,34.28,34.28,32.8,33.6,1419669,47042342.9,-0.3,-0.885,33.1361,2.8671,1663744185.6,,6720000000,49516196,0,200000000,41.3252,2.7036,3.1346,-554.4935,
002557.SZ,ǢǢʳƷ,20110802,33.6,33.6,33.6,32.89,33.3,554558,18445178.2,-0.3,-0.8929,33.261,1.12,1648889326.8,,6660000000,49516196,0,200000000,40.9563,2.6795,3.1066,-549.5426,
002557.SZ,ǢǢʳƷ,20110803,33.3,33.18,33.7,33,33.67,775614,25982498.9,0.37,1.1111,33.4993,1.5664,1667210319.32,,6734000000,49516196,0,200000000,41.4113,2.7092,3.1411,-555.6486,
002557.SZ,ǢǢʳƷ,20110804,33.67,33.79,34.37,33.49,33.82,710862,24105769.9,0.15,0.4455,33.9106,1.4356,1674637748.72,,6764000000,49516196,0,200000000,41.5958,2.7213,3.1551,-558.1241,
002557.SZ,ǢǢʳƷ,20110805,33.82,32.98,33.4,30.45,33.18,1015431,33460363.8,-0.64,-1.8924,32.9519,2.0507,1642947383.28,,6636000000,49516196,0,200000000,40.8087,2.6698,3.0954,-547.5623,
002557.SZ,ǢǢʳƷ,20110808,33.18,32.9,33.1,31.15,32.38,913032,29396507.4,-0.8,-2.4111,32.1966,1.8439,1603334426.48,,6476000000,49516196,0,200000000,39.8247,2.6054,3.0208,-534.36,
002557.SZ,ǢǢʳƷ,20110809,32.38,31.96,32.5,31.31,32.32,758701,24258201.6,-0.06,-0.1853,31.9733,1.5322,1600363454.72,,6464000000,49516196,0,200000000,39.7509,2.6006,3.0152,-533.3699,
002557.SZ,ǢǢʳƷ,20110810,32.32,32.7,33.48,32.7,33.05,718486,23725152.7,0.73,2.2587,33.021,1.451,1636510277.8,,6610000000,49516196,0,200000000,40.6488,2.6593,3.0833,-545.4169,
002557.SZ,ǢǢʳƷ,20110811,33.05,32.2,34.25,32.16,34.23,1485859,50172280.5,1.18,3.5703,33.7665,3.0008,1694939389.08,,6846000000,49516196,0,200000000,42.1001,2.7543,3.1934,-564.8902,
002557.SZ,ǢǢʳƷ,20110812,34.23,34.23,34.23,34.23,34.23,,,0,0,,,1694939389.08,,6846000000,49516196,0,200000000,42.1001,2.7543,3.1934,-564.8902,
002557.SZ,ǢǢʳƷ,20110815,34.23,34.8,35.25,34.3,35,1345357,46727772,0.77,2.2495,34.7326,2.717,1733066860,,7000000000,49516196,0,200000000,43.0471,2.8162,3.2652,-577.5974,
002557.SZ,ǢǢʳƷ,20110816,35,35,35,34.36,34.45,636801,22016619.6,-0.55,-1.5714,34.5738,1.286,1705832952.2,,6890000000,49516196,0,200000000,42.3707,2.772,3.2139,-568.5208,
002557.SZ,ǢǢʳƷ,20110817,34.45,35,35.39,34.51,35.15,1113428,39101005.3,0.7,2.0319,35.1177,2.2486,1740494289.4,,7030000000,49516196,0,200000000,43.2316,2.8283,3.2792,-580.0728,
002557.SZ,ǢǢʳƷ,20110818,35.15,35.12,35.49,34.29,34.7,472482,16448570,-0.45,-1.2802,34.8131,0.9542,1718212001.2,,6940000000,49516196,0,200000000,42.6782,2.7921,3.2372,-572.6465,
002557.SZ,ǢǢʳƷ,20110819,34.7,34.15,34.88,33.9,34.82,581457,20000904.2,0.12,0.3458,34.3979,1.1743,1724153944.72,,6964000000,49516196,0,200000000,42.8257,2.8018,3.2484,-574.6268,
