測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
688165.SH,除痲杻-U,20200715,,26.66,34.66,26.66,30.98,83720389,2540726373,24.63,387.874,30.3478,70.9286,3656718227.92,,16164744400,118034804,0,521780000,-378.7176,10.832,12.7503,-65.9598,
688165.SH,除痲杻-U,20200716,30.98,29,29.88,26.67,29.26,49221130,1391595908,-1.72,-5.552,28.2723,41.7005,3453698365.04,,15267282800,118034804,0,521780000,-357.6913,10.2306,12.0424,-62.2977,
688165.SH,除痲杻-U,20200717,29.26,29.4,29.99,21.95,22.31,45735182,1176900202,-6.95,-23.7526,25.7329,38.7472,2633356477.24,,11640911800,118034804,0,521780000,-272.7305,7.8006,9.182,-47.5004,
688165.SH,除痲杻-U,20200720,22.31,20.88,21.51,18.9,20.1,31590651,634172981,-2.21,-9.9059,20.0747,26.7638,2372499560.4,,10487778000,118034804,0,521780000,-245.7141,7.0279,8.2724,-42.7951,
688165.SH,除痲杻-U,20200721,20.1,20.24,21.77,19.99,20.79,23700844,496492901,0.69,3.4328,20.9483,20.0795,2453943575.16,,10847806200,118034804,0,521780000,-254.1491,7.2691,8.5564,-44.2642,
688165.SH,除痲杻-U,20200722,20.79,20.05,21.5,19.68,20.51,20501938,417941133,-0.28,-1.3468,20.3854,17.3694,2420893830.04,,10701707800,118034804,0,521780000,-250.7262,7.1712,8.4412,-43.668,
688165.SH,除痲杻-U,20200723,20.51,20.35,24.12,20.01,23.43,37811645,838427026,2.92,14.237,22.1738,32.0343,2765555457.72,,12225305400,118034804,0,521780000,-286.422,8.1922,9.6429,-49.885,
688165.SH,除痲杻-U,20200724,23.43,22.19,22.53,20.42,20.76,24813908,537291519,-2.67,-11.3956,21.6528,21.0225,2450402531.04,,10832152800,118034804,0,521780000,-253.7824,7.2586,8.5441,-44.2003,
688165.SH,除痲杻-U,20200727,20.76,20.8,21.4,19.14,19.58,14890219,297200092,-1.18,-5.684,19.9594,12.6151,2311121462.32,,10216452400,118034804,0,521780000,-239.3574,6.846,8.0584,-41.6879,
688165.SH,除痲杻-U,20200728,19.58,19.81,21.19,19.6,20.59,15230753,311509172,1.01,5.1583,20.4526,12.9036,2430336614.36,,10743450200,118034804,0,521780000,-251.7042,7.1992,8.4741,-43.8383,
688165.SH,除痲杻-U,20200729,20.59,20.29,21.32,19.8,21.18,14808578,306409174,0.59,2.8655,20.6913,12.5459,2499977148.72,,11051300400,118034804,0,521780000,-258.9167,7.4055,8.7169,-45.0945,
688165.SH,除痲杻-U,20200730,21.18,21.33,21.6,20.65,20.83,16032151,337376567,-0.35,-1.6525,21.0437,13.5826,2458664967.32,,10868677400,118034804,0,521780000,-254.6381,7.2831,8.5729,-44.3493,
688165.SH,除痲杻-U,20200731,20.83,20.61,21.28,20.4,20.73,12967549,268914541,-0.1,-0.4801,20.7375,10.9862,2446861486.92,,10816499400,118034804,0,521780000,-253.4156,7.2481,8.5317,-44.1364,
688165.SH,除痲杻-U,20200803,20.73,20.9,21.75,20.73,21.64,17132943,365173060,0.91,4.3898,21.3141,14.5152,2554273158.56,,11291319200,118034804,0,521780000,-264.54,7.5663,8.9062,-46.0739,
688165.SH,除痲杻-U,20200804,21.64,21.6,23.15,21.43,22.02,20176331,450532678,0.38,1.756,22.3298,17.0935,2599126384.08,,11489595600,118034804,0,521780000,-269.1854,7.6992,9.0626,-46.883,
688165.SH,除痲杻-U,20200805,22.02,21.98,21.98,21.01,21.51,12058628,258977405,-0.51,-2.3161,21.4765,10.2162,2538928634.04,,11223487800,118034804,0,521780000,-262.9508,7.5209,8.8527,-45.7971,
688165.SH,除痲杻-U,20200806,21.51,21.58,21.7,20.51,21.03,11873958,249224736,-0.48,-2.2315,20.9892,10.0597,2482271928.12,,10973033400,118034804,0,521780000,-257.083,7.353,8.6552,-44.7751,
688165.SH,除痲杻-U,20200807,21.03,20.97,21,19.92,20.15,9491676,193167953,-0.88,-4.1845,20.3513,8.0414,2378401300.6,,10513867000,118034804,0,521780000,-246.3254,7.0453,8.293,-42.9015,
688165.SH,除痲杻-U,20200810,20.15,20.01,20.74,19.98,20.39,6572491,133474241,0.24,1.1911,20.308,5.5683,2406729653.56,,10639094200,118034804,0,521780000,-249.2593,7.1293,8.3918,-43.4125,
688165.SH,除痲杻-U,20200811,20.39,20.36,20.59,19.96,20.04,5995563,121829239,-0.35,-1.7165,20.3199,5.0795,2365417472.16,,10456471200,118034804,0,521780000,-244.9807,7.0069,8.2477,-42.6673,
688165.SH,除痲杻-U,20200812,20.04,20,20.01,19.11,19.58,7885239,153644196,-0.46,-2.2954,19.485,6.6804,2311121462.32,,10216452400,118034804,0,521780000,-239.3574,6.846,8.0584,-41.6879,
688165.SH,除痲杻-U,20200813,19.58,19.58,19.77,19.35,19.42,4417026,86319974,-0.16,-0.8172,19.5426,3.7421,2292235893.68,,10132967600,118034804,0,521780000,-237.4014,6.7901,7.9926,-41.3473,
688165.SH,除痲杻-U,20200814,19.42,19.53,19.63,19.15,19.58,4621500,89620350,0.16,0.8239,19.392,3.9154,2311121462.32,,10216452400,118034804,0,521780000,-239.3574,6.846,8.0584,-41.6879,
688165.SH,除痲杻-U,20200817,19.58,19.61,19.98,19.52,19.98,5341733,105683876,0.4,2.0429,19.7846,4.5256,2358335383.92,,10425164400,118034804,0,521780000,-244.2472,6.9859,8.2231,-42.5396,
688165.SH,除痲杻-U,20200818,19.98,20.27,20.3,19.71,20.2,6192329,123606403,0.22,1.1011,19.9612,5.2462,2384303040.8,,10539956000,118034804,0,521780000,-246.9366,7.0628,8.3136,-43.008,
688165.SH,除痲杻-U,20200819,20.2,20.2,20.2,19.31,19.39,5512634,108644262,-0.81,-4.0099,19.7082,4.6703,2288694849.56,,10117314200,118034804,0,521780000,-237.0347,6.7796,7.9802,-41.2834,
688165.SH,除痲杻-U,20200820,19.39,19.22,19.43,18.64,18.65,6464044,122800694,-0.74,-3.8164,18.9975,5.4764,2201349094.6,,9731197000,118034804,0,521780000,-227.9885,6.5209,7.6757,-39.7079,
688165.SH,除痲杻-U,20200821,18.65,18.53,19.16,18.53,18.65,5182753,97060019,0,0,18.7275,4.3909,2201349094.6,,9731197000,118034804,0,521780000,-227.9885,6.5209,7.6757,-39.7079,
688165.SH,除痲杻-U,20200824,18.65,18.78,18.8,17.42,17.79,7063022,126161460,-0.86,-4.6113,17.8622,5.9838,2099839163.16,,9282466200,118034804,0,521780000,-217.4754,6.2202,7.3217,-37.8768,
688165.SH,除痲杻-U,20200825,17.79,17.79,18.45,17.62,17.99,5808914,104591481,0.2,1.1242,18.0053,4.9214,2123446123.96,,9386822200,118034804,0,521780000,-219.9203,6.2901,7.404,-38.3027,
688165.SH,除痲杻-U,20200826,17.99,17.95,17.98,16.88,17.06,6640586,115389195,-0.93,-5.1695,17.3764,5.626,2013673756.24,,8901566800,118034804,0,521780000,-208.5514,5.9649,7.0213,-36.3226,
688165.SH,除痲杻-U,20200827,17.06,17.08,17.43,16.52,17.11,4980923,84600332,0.05,0.2931,16.9849,4.2199,2019575496.44,,8927655800,118034804,0,521780000,-209.1626,5.9824,7.0419,-36.429,
688165.SH,除痲杻-U,20200828,17.11,17.1,17.44,16.91,17.28,4138968,71086342,0.17,0.9936,17.1749,3.5066,2039641413.12,,9016358400,118034804,0,521780000,-211.2408,6.0419,7.1118,-36.791,
688165.SH,除痲杻-U,20200831,17.28,17.23,17.42,17,17.16,4633794,79786118,-0.12,-0.6944,17.2183,3.9258,2025477236.64,,8953744800,118034804,0,521780000,-89.6435,6.0176,7.0624,-36.5355,
