´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603665.SH,¿µÂ¡´ï,20170313,,25.68,30.82,25.68,30.82,8600,264538,9.42,44.0187,30.7602,0.0344,770500000,,3082000000,25000000,0,100000000,32.8712,8.2849,4.304,528.2698,
603665.SH,¿µÂ¡´ï,20170314,30.82,33.9,33.9,33.9,33.9,5300,179670,3.08,9.9935,33.9,0.0212,847500000,,3390000000,25000000,0,100000000,36.1561,9.1129,4.7341,581.0625,
603665.SH,¿µÂ¡´ï,20170315,33.9,37.29,37.29,37.29,37.29,1900,70851,3.39,10,37.29,0.0076,932250000,,3729000000,25000000,0,100000000,39.7718,10.0242,5.2075,639.1688,
603665.SH,¿µÂ¡´ï,20170316,37.29,41.02,41.02,41.02,41.02,6700,274834,3.73,10.0027,41.02,0.0268,1025500000,,4102000000,25000000,0,100000000,43.75,11.0269,5.7284,703.1028,
603665.SH,¿µÂ¡´ï,20170317,41.02,45.12,45.12,45.12,45.12,20890,942557,4.1,9.9951,45.12,0.0836,1128000000,,4512000000,25000000,0,100000000,48.1229,12.129,6.3009,773.3788,
603665.SH,¿µÂ¡´ï,20170320,45.12,49.63,49.63,49.63,49.63,37135,1843010,4.51,9.9956,49.63,0.1485,1240750000,,4963000000,25000000,0,100000000,52.933,13.3414,6.9308,850.6824,
603665.SH,¿µÂ¡´ï,20170321,49.63,54.59,54.59,54.59,54.59,53800,2936942,4.96,9.994,54.59,0.2152,1364750000,,5459000000,25000000,0,100000000,58.2231,14.6747,7.6234,935.6992,
603665.SH,¿µÂ¡´ï,20170322,54.59,60.05,60.05,60.05,60.05,57600,3458880,5.46,10.0018,60.05,0.2304,1501250000,,6005000000,25000000,0,100000000,64.0465,16.1425,8.3859,1029.2863,
603665.SH,¿µÂ¡´ï,20170323,60.05,66.06,66.06,66.06,66.06,60500,3996630,6.01,10.0083,66.06,0.242,1651500000,,6606000000,25000000,0,100000000,70.4565,17.758,9.2252,1132.3005,
603665.SH,¿µÂ¡´ï,20170324,66.06,72.67,72.67,72.1,72.67,4209999,305924494,6.61,10.0061,72.6662,16.84,1816750000,,7267000000,25000000,0,100000000,77.5064,19.5349,10.1483,1245.5991,
603665.SH,¿µÂ¡´ï,20170327,72.67,75,79.23,72.6,76.34,14368380,1098677395,3.67,5.0502,76.4649,57.4735,1908500000,,7634000000,25000000,0,100000000,81.4207,20.5215,10.6608,1308.5048,
603665.SH,¿µÂ¡´ï,20170328,76.34,73.08,74.8,70,70.03,8256293,592685256,-6.31,-8.2657,71.7859,33.0252,1750750000,,7003000000,25000000,0,100000000,74.6907,18.8252,9.7796,1200.3483,
603665.SH,¿µÂ¡´ï,20170329,70.03,68,68.01,64,64.22,7245881,473938010,-5.81,-8.2964,65.4079,28.9835,1605500000,,6422000000,25000000,0,100000000,68.494,17.2634,8.9682,1100.7621,
603665.SH,¿µÂ¡´ï,20170330,64.22,62.55,66.5,62.53,64.54,5327335,344291911,0.32,0.4983,64.6274,21.3093,1613500000,,6454000000,25000000,0,100000000,68.8353,17.3494,9.0129,1106.2469,
603665.SH,¿µÂ¡´ï,20170331,64.54,64,65.4,58.39,59.09,5129266,315530758,-5.45,-8.4444,61.5158,20.5171,1477250000,,5909000000,25000000,0,100000000,63.0226,15.8844,8.2518,1012.8314,
603665.SH,¿µÂ¡´ï,20170405,59.09,58.51,59.37,55.88,58.79,3593309,207868933,-0.3,-0.5077,57.8489,14.3732,1469750000,,5879000000,25000000,0,100000000,62.7027,15.8037,8.2099,1007.6892,
