╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002817.SZ,╩фи╫╫╨др,20161025,,16.66,19.99,16.66,19.99,12239,244093.1,6.11,44.0202,19.9439,0.0565,433183300,,1732533300,21670000,0,86670000,31.5635,4.8628,6.8266,246.7857,
002817.SZ,╩фи╫╫╨др,20161026,19.99,21.99,21.99,21.99,21.99,1039,22847.6,2,10.005,21.99,0.0048,476523300,,1905873300,21670000,0,86670000,34.7214,5.3493,7.5096,271.4766,
002817.SZ,╩фи╫╫╨др,20161027,21.99,24.19,24.19,24.19,24.19,2200,53218,2.2,10.0045,24.19,0.0102,524197300,,2096547300,21670000,0,86670000,38.1951,5.8845,8.2609,298.6366,
002817.SZ,╩фи╫╫╨др,20161028,24.19,26.61,26.61,26.61,26.61,3778,100532.6,2.42,10.0041,26.61,0.0174,576638700,,2306288700,21670000,0,86670000,42.0162,6.4732,9.0874,328.5126,
002817.SZ,╩фи╫╫╨др,20161031,26.61,29.27,29.27,29.27,29.27,5200,152204,2.66,9.9962,29.27,0.024,634280900,,2536830900,21670000,0,86670000,46.2162,7.1202,9.9958,361.3515,
002817.SZ,╩фи╫╫╨др,20161101,29.27,32.2,32.2,32.2,32.2,2339,75315,2.93,10.0102,32.1997,0.0108,697774000,,2790774000,21670000,0,86670000,50.8426,7.833,10.9964,397.5237,
002817.SZ,╩фи╫╫╨др,20161102,32.2,35.42,35.42,35.42,35.42,8802,311766,3.22,10,35.4199,0.0406,767551400,,3069851400,21670000,0,86670000,55.9269,8.6163,12.096,437.276,
002817.SZ,╩фи╫╫╨др,20161103,35.42,38.96,38.96,38.96,38.96,15989,622931,3.54,9.9944,38.96,0.0738,844263200,,3376663200,21670000,0,86670000,61.5164,9.4774,13.3049,480.9789,
002817.SZ,╩фи╫╫╨др,20161104,38.96,42.86,42.86,42.86,42.86,23117,990794,3.9,10.0103,42.86,0.1067,928776200,,3714676200,21670000,0,86670000,67.6744,10.4261,14.6368,529.1262,
002817.SZ,╩фи╫╫╨др,20161107,42.86,47.15,47.15,47.15,47.15,10913,514547,4.29,10.0093,47.1499,0.0504,1021740500,,4086490500,21670000,0,86670000,74.4481,11.4697,16.1018,582.0883,
002817.SZ,╩фи╫╫╨др,20161108,47.15,51.87,51.87,51.87,51.87,15300,793611,4.72,10.0106,51.87,0.0706,1124022900,,4495572900,21670000,0,86670000,81.9008,12.6179,17.7137,640.3588,
002817.SZ,╩фи╫╫╨др,20161109,51.87,57.06,57.06,57.06,57.06,36739,2096327,5.19,10.0058,57.06,0.1695,1236490200,,4945390200,21670000,0,86670000,90.0956,13.8804,19.4861,704.4317,
002817.SZ,╩фи╫╫╨др,20161110,57.06,62.77,62.77,62.77,62.77,49334,3096695,5.71,10.007,62.77,0.2277,1360225900,,5440275900,21670000,0,86670000,99.1115,15.2695,21.4361,774.9243,
002817.SZ,╩фи╫╫╨др,20161111,62.77,69.05,69.05,69.05,69.05,47917,3308668,6.28,10.0048,69.05,0.2211,1496313500,,5984563500,21670000,0,86670000,109.0274,16.7971,23.5807,852.4537,
002817.SZ,╩фи╫╫╨др,20161114,69.05,75.96,75.96,75.96,75.96,84378,6409352,6.91,10.0072,75.96,0.3894,1646053200,,6583453200,21670000,0,86670000,119.938,18.4781,25.9405,937.7608,
002817.SZ,╩фи╫╫╨др,20161115,75.96,83.46,83.46,78.51,80.02,13140232,1062181879,4.06,5.3449,80.8343,60.6379,1734033400,,6935333400,21670000,0,86670000,126.3486,19.4657,27.327,987.8834,
