����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
688173.SH,ϣݶ΢,20220311,27.02,26.87,26.91,25.76,26.48,2059181,54135330,-0.54,-1.9985,26.2897,6.6189,823813057.2,,10592264800,31110765,0,400010000,414.1761,22.0194,22.8823,-503.5631,
688173.SH,ϣݶ΢,20220314,26.48,26.33,26.77,26.06,26.41,1118651,29568295,-0.07,-0.2644,26.4321,3.5957,821635303.65,,10564264100,31110765,0,400010000,413.0813,21.9611,22.8218,-502.2319,
688173.SH,ϣݶ΢,20220315,26.41,26.1,26.26,24.5,24.8,2416168,61199919,-1.61,-6.0962,25.3293,7.7663,771546972,,9956958696,31110765,0,401490270,387.8991,20.6224,21.5099,-473.3602,
688173.SH,ϣݶ΢,20220316,24.8,25.3,25.65,23.9,25.4,1943172,48167466,0.6,2.4194,24.7881,6.246,790213431,,10197852858,31110765,0,401490270,397.2838,21.1213,22.0303,-484.8125,
688173.SH,ϣݶ΢,20220317,25.4,25.8,27.38,25.8,26.5,3092067,82525622,1.1,4.3307,26.6895,9.9389,824435272.5,,10639492155,31110765,0,401490270,416.0228,22.1175,22.9843,-505.8083,
688173.SH,ϣݶ΢,20220318,26.5,26.08,26.75,26.07,26.2,1567123,41376471,-0.3,-1.1321,26.4028,5.0372,815102043,,10519045074,31110765,0,401490270,411.3131,21.8671,22.7241,-500.0822,
688173.SH,ϣݶ΢,20220321,26.2,26.5,28.36,26.13,28.25,3307631,90745656,2.05,7.8244,27.4352,10.6318,878879111.25,,11342100127.5,31110765,0,401490270,443.496,23.5781,24.5022,-539.2108,
688173.SH,ϣݶ΢,20220322,28.25,28.16,28.38,27.7,27.95,1668563,46711642,-0.3,-1.0619,27.9951,5.3633,869545881.75,,11221653046.5,31110765,0,401490270,438.7863,23.3277,24.242,-533.4846,
688173.SH,ϣݶ΢,20220323,27.95,27.76,28.1,27.5,27.6,1143352,31785251,-0.35,-1.2522,27.8001,3.6751,858657114,,11081131452,31110765,0,401490270,433.2917,23.0356,23.9384,-526.8041,
688173.SH,ϣݶ΢,20220324,27.6,27.7,27.7,26.7,26.91,1238956,33378391,-0.69,-2.5,26.9407,3.9824,837190686.15,,10804103165.7,31110765,0,401490270,422.4594,22.4597,23.3399,-513.634,
688173.SH,ϣݶ΢,20220325,26.91,27.17,27.97,26.8,26.8,1185820,32472238,-0.11,-0.4088,27.3838,3.8116,833768502,,10759939236,31110765,0,401490270,420.7325,22.3679,23.2445,-511.5345,
688173.SH,ϣݶ΢,20220328,26.8,26.98,26.98,25.92,26.19,925175,24373962,-0.61,-2.2761,26.3452,2.9738,814790935.35,,10515030171.3,31110765,0,401490270,411.1561,21.8588,22.7155,-499.8913,
688173.SH,ϣݶ΢,20220329,26.19,26.37,26.5,25.28,25.31,913227,23500576,-0.88,-3.3601,25.7336,2.9354,787413462.15,,10161718733.7,31110765,0,401490270,397.341,21.1243,21.9522,-483.0947,
688173.SH,ϣݶ΢,20220330,25.31,25.76,25.81,24.92,25.18,1333859,33674516,-0.13,-0.5136,25.2459,4.2875,783369062.7,,10109524998.6,31110765,0,401490270,395.3002,21.0158,21.8394,-480.6133,
688173.SH,ϣݶ΢,20220331,25.18,25.33,25.33,24.3,24.32,1182673,29284723,-0.86,-3.4154,24.7615,3.8015,756613804.8,,9764243366.4,31110765,0,401490270,381.799,20.2981,21.0935,-464.1984,
688173.SH,ϣݶ΢,20220401,24.32,24.32,24.44,23.5,23.65,1687660,40144830,-0.67,-2.7549,23.7873,5.4247,735769592.25,,9495244885.5,31110765,0,401490270,371.2807,19.7389,20.5124,-451.4101,
688173.SH,ϣݶ΢,20220406,23.65,23.69,24.58,23.52,23.93,1352132,32277103,0.28,1.1839,23.8713,4.3462,744480606.45,,9607662161.1,31110765,0,401490270,375.6765,19.9725,20.7553,-456.7545,
688173.SH,ϣݶ΢,20220407,23.93,23.9,23.92,22.92,22.93,1543906,35896498,-1,-4.1789,23.2504,4.9626,713369841.45,,9206171891.1,31110765,0,401490270,359.9775,19.1379,19.8879,-437.6674,
688173.SH,ϣݶ΢,20220408,22.93,23,23.18,22.05,22.49,1060710,23941749,-0.44,-1.9189,22.5714,3.4095,699681104.85,,9029516172.3,31110765,0,401490270,353.0699,18.7707,19.5063,-429.269,
688173.SH,ϣݶ΢,20220411,22.49,22.49,22.5,20.9,21.21,1354721,29195181,-1.28,-5.6914,21.5507,4.3545,659859325.65,,8515608626.7,31110765,0,401490270,332.9753,17.7024,18.3961,-404.8375,
688173.SH,ϣݶ΢,20220412,21.21,21.97,21.97,21,21.48,1044541,22262872,0.27,1.273,21.3135,3.3575,668259232.2,,8624010999.6,31110765,0,401490270,337.214,17.9277,18.6303,-409.9911,
688173.SH,ϣݶ΢,20220413,21.48,21.3,21.41,20.67,20.73,1018569,21389331,-0.75,-3.4916,20.9994,3.274,644926158.45,,8322893297.1,31110765,0,401490270,325.4397,17.3018,17.9798,-395.6757,
688173.SH,ϣݶ΢,20220414,20.73,20.78,21.42,20.78,21.2,954002,20148304,0.47,2.2672,21.1198,3.0665,659548218,,8511593724,31110765,0,401490270,332.8182,17.694,18.3875,-404.6467,
688173.SH,ϣݶ΢,20220415,21.2,21,21.17,20.33,20.51,1128907,23343611,-0.69,-3.2547,20.6781,3.6287,638081790.15,,8234565437.7,31110765,0,401490270,321.986,17.1181,17.789,-391.4766,
688173.SH,ϣݶ΢,20220418,20.51,20.49,21.55,20.05,21.45,1763195,37221764,0.94,4.5831,21.1104,5.6675,667325909.25,,8611966291.5,31110765,0,401490270,336.743,17.9027,18.6043,-409.4184,
688173.SH,ϣݶ΢,20220419,21.45,21.7,21.85,20.93,21.17,1414090,30088886,-0.28,-1.3054,21.2779,4.5453,658614895.05,,8499549015.9,31110765,0,401490270,332.3473,17.669,18.3614,-404.074,
688173.SH,ϣݶ΢,20220420,21.17,21.05,21.49,21.05,21.1,900916,19185598,-0.07,-0.3307,21.2957,2.8958,656437141.5,,8471444697,31110765,0,401490270,331.2484,17.6106,18.3007,-402.7379,
688173.SH,ϣݶ΢,20220421,21.1,20.56,21.45,20.54,20.77,1215514,25587572,-0.33,-1.564,21.0508,3.9071,646170589.05,,8338952907.9,31110765,0,401490270,326.0677,17.3351,18.0145,-396.4392,
688173.SH,ϣݶ΢,20220422,20.77,20.77,21.97,20.77,21.2,1570731,33464472,0.43,2.0703,21.305,5.0488,659548218,,8511593724,31110765,0,401490270,331.8839,17.6516,18.3875,-404.6467,
688173.SH,ϣݶ΢,20220425,21.2,20.82,20.82,18.46,18.66,2152167,42303936,-2.54,-11.9811,19.6564,6.9178,580526874.9,,7491808438.2,31110765,0,401490270,292.1205,15.5368,16.1844,-356.1654,
688173.SH,ϣݶ΢,20220426,18.66,18.56,18.95,17.52,17.52,1331850,24469560,-1.14,-6.1093,18.3726,4.281,545060602.8,,7034109530.4,31110765,0,401490270,274.2739,14.5876,15.1957,-334.4061,
688173.SH,ϣݶ΢,20220427,17.52,17.29,18.67,17.03,18.65,1224539,21962273,1.13,6.4498,17.9351,3.9361,580215767.25,,7487793535.5,31110765,0,401490270,291.964,15.5284,16.1758,-355.9745,
688173.SH,ϣݶ΢,20220428,18.65,19.16,20.47,18.67,19.62,2035563,39730099,0.97,5.2011,19.518,6.543,610393209.3,,7877239097.4,31110765,0,401490270,225.1817,4.5562,17.0171,-374.489,
688173.SH,ϣݶ΢,20220429,19.62,19.93,20.47,19.53,20.11,1468130,29326953,0.49,2.4975,19.9757,4.719,625637484.15,,8073969329.7,31110765,0,401490270,230.8055,4.67,17.4421,-383.8417,
688173.SH,ϣݶ΢,20220505,20.11,20.38,21.58,19.98,21.21,1909619,40280914,1.1,5.4699,21.0937,6.1381,659859325.65,,8515608626.7,31110765,0,401490270,243.4304,4.9255,18.3961,-404.8375,
688173.SH,ϣݶ΢,20220506,21.21,20.57,21.4,20.55,20.68,1145199,23933444,-0.53,-2.4988,20.8989,3.681,643370620.2,,8302818783.6,31110765,0,401490270,237.3475,4.8024,17.9364,-394.7214,
688173.SH,ϣݶ΢,20220509,20.68,20.3,21.02,20.3,20.69,762499,15784840,0.01,0.0484,20.7015,2.4509,643681727.85,,8306833686.3,31110765,0,401490270,237.4623,4.8047,17.9451,-394.9122,
688173.SH,ϣݶ΢,20220510,20.69,20.02,21.6,20.02,21.37,1405267,29858010,0.68,3.2866,21.2472,4.517,664837048.05,,8579847069.9,31110765,0,401490270,245.2667,4.9626,18.5349,-407.8915,
688173.SH,ϣݶ΢,20220511,21.37,21.37,23.14,21.21,22.1,2258766,50402423,0.73,3.416,22.3141,7.2604,687547906.5,,8872934967,31110765,0,401490270,253.6451,5.1321,19.1681,-421.825,
688173.SH,ϣݶ΢,20220512,22.1,21.94,22.94,21.94,22.78,1766859,39733723,0.68,3.0769,22.4883,5.6793,708703226.7,,9145948350.6,31110765,0,401490270,261.4495,5.29,19.7578,-434.8043,
688173.SH,ϣݶ΢,20220513,22.78,22.78,23,22.18,22.28,1279942,28659217,-0.5,-2.1949,22.391,4.1141,693147844.2,,8945203215.6,31110765,0,401490270,255.7109,5.1739,19.3242,-425.2607,
688173.SH,ϣݶ΢,20220516,22.28,22.51,22.78,21.93,22.01,1005620,22371519,-0.27,-1.2118,22.2465,3.2324,684747937.65,,8836800842.7,31110765,0,401490270,252.6121,5.1112,19.09,-420.1072,
688173.SH,ϣݶ΢,20220517,22.01,22.02,22.27,21.6,21.97,1399285,30638180,-0.04,-0.1817,21.8956,4.4978,683503507.05,,8820741231.9,31110765,0,401490270,252.153,5.1019,19.0553,-419.3437,
688173.SH,ϣݶ΢,20220518,21.97,22.03,22.27,21.8,21.99,812636,17904451,0.02,0.091,22.0326,2.6121,684125722.35,,8828771037.3,31110765,0,401490270,252.3826,5.1066,19.0727,-419.7255,
688173.SH,ϣݶ΢,20220519,21.99,21.4,22.33,21.36,21.99,1240334,27170658,0,0,21.9059,3.9868,684125722.35,,8828771037.3,31110765,0,401490270,252.3826,5.1066,19.0727,-419.7255,
688173.SH,ϣݶ΢,20220520,21.99,22.24,22.32,21.66,22.08,1153621,25402014,0.09,0.4093,22.0194,3.7081,686925691.2,,8864905161.6,31110765,0,401490270,253.4155,5.1275,19.1507,-421.4433,
688173.SH,ϣݶ΢,20220523,22.08,22.2,23.19,22.18,23.13,1828035,41755357,1.05,4.7554,22.8417,5.8759,719591994.45,,9286469945.1,31110765,0,401490270,265.4665,5.3713,20.0614,-441.4848,
688173.SH,ϣݶ΢,20220524,23.13,23.03,23.2,21.29,21.33,1691519,37527787,-1.8,-7.7821,22.1859,5.4371,663592617.45,,8563787459.1,31110765,0,401490270,244.8076,4.9533,18.5002,-407.128,
688173.SH,ϣݶ΢,20220525,21.33,21.52,21.57,21.12,21.36,741172,15804255,0.03,0.1406,21.3233,2.3824,664525940.4,,8575832167.2,31110765,0,401490270,245.152,4.9603,18.5262,-407.7006,
688173.SH,ϣݶ΢,20220526,21.36,21.36,21.46,20.4,20.7,1364673,28325419,-0.66,-3.0899,20.7562,4.3865,643992835.5,,8310848589,31110765,0,401490270,237.577,4.807,17.9538,-395.1031,
688173.SH,ϣݶ΢,20220527,20.7,20.84,21.36,20.35,20.46,830359,17273215,-0.24,-1.1594,20.8021,2.669,636526251.9,,8214490924.2,31110765,0,401490270,234.8225,4.7513,17.7456,-390.5222,
688173.SH,ϣݶ΢,20220530,20.46,20.88,22.27,20.42,22.13,1936752,41463911,1.67,8.1623,21.409,6.2253,688481229.45,,8884979675.1,31110765,0,401490270,253.9894,5.1391,19.1941,-422.3977,
688173.SH,ϣݶ΢,20220531,22.13,21.85,24.88,21.58,24.4,4712309,111640019,2.27,10.2576,23.6911,15.1469,759102666,,9796362588,31110765,0,401490270,280.0425,5.6662,21.1629,-465.7254,
688173.SH,ϣݶ΢,20220601,24.4,24.38,25.87,24.12,24.64,4283220,106781677,0.24,0.9836,24.9302,13.7676,766569249.6,,9892720252.8,31110765,0,401490270,282.797,5.722,21.3711,-470.3063,
688173.SH,ϣݶ΢,20220602,24.64,24.26,28,24.26,27.3,5678078,148472243,2.66,10.7955,26.1483,18.2512,849323884.5,,10960684371,31110765,0,401490270,313.3262,6.3397,23.6782,-521.078,
688173.SH,ϣݶ΢,20220606,27.3,28,32.76,27.5,32.76,7240125,226613091,5.46,20,31.2996,23.2721,1019188661.4,,13152821245.2,31110765,0,401490270,375.9915,7.6076,28.4138,-625.2936,
688173.SH,ϣݶ΢,20220607,32.76,34.6,35.8,30.53,30.55,12235522,402489707,-2.21,-6.746,32.8952,39.3289,950433870.75,,12265527748.5,31110765,0,401490270,350.627,7.0944,26.497,-583.1111,
688173.SH,ϣݶ΢,20220608,30.55,30.55,31.2,28.9,29.74,7783710,232927010,-0.81,-2.6514,29.9249,25.0193,925234151.1,,11940320629.8,31110765,0,401490270,341.3305,6.9063,25.7945,-567.6506,
688173.SH,ϣݶ΢,20220609,29.74,29.2,29.49,27.05,27.4,5527571,154540186,-2.34,-7.8682,27.9581,17.7674,852434961,,11000833398,31110765,0,401490270,314.474,6.3629,23.7649,-522.9867,
688173.SH,ϣݶ΢,20220610,27.4,27.4,28.85,27.2,28.16,4529662,128031372,0.76,2.7737,28.2651,14.5598,876079142.4,,11305966003.2,31110765,0,401490270,323.1966,6.5394,24.4241,-537.4929,
688173.SH,ϣݶ΢,20220613,28.16,27.67,29.15,27.67,28.32,3661760,104003747,0.16,0.5682,28.4027,11.7701,881056864.8,,11370204446.4,31110765,0,401490270,325.0329,6.5766,24.5629,-540.5469,
688173.SH,ϣݶ΢,20220614,28.32,27.88,27.99,26.1,26.97,3804309,102237079,-1.35,-4.7669,26.874,12.2283,839057332.05,,10828192581.9,31110765,0,401490270,309.5388,6.2631,23.392,-514.7792,
688173.SH,ϣݶ΢,20220615,26.97,27.8,30.5,27.15,29.5,8597045,247807744,2.53,9.3808,28.8248,27.6337,917767567.5,,11843962965,31110765,0,401490270,338.576,6.8506,25.5863,-563.0696,
688173.SH,ϣݶ΢,20220616,29.5,29.3,32.28,29.3,32,8728532,273743546,2.5,8.4746,31.3619,28.0563,995544480,,12847688640,31110765,0,401490270,367.2689,7.4311,27.7547,-610.7874,
688173.SH,ϣݶ΢,20220617,32,31.1,31.96,30.33,30.51,5310782,163956610,-1.49,-4.6562,30.8724,17.0706,949189440.15,,12249468137.7,31110765,0,401490270,350.1679,7.0851,26.4623,-582.3476,
688173.SH,ϣݶ΢,20220620,30.51,30.6,31.41,29.74,30.05,3596556,108387724,-0.46,-1.5077,30.1365,11.5605,934878488.25,,12064782613.5,31110765,0,401490270,344.8884,6.9783,26.0634,-573.5676,
688173.SH,ϣݶ΢,20220621,30.05,29.76,30.59,29.43,29.83,2844330,85046684,-0.22,-0.7321,29.9004,9.1426,928034119.95,,11976454754.1,31110765,0,401490270,342.3634,6.9272,25.8725,-569.3684,
688173.SH,ϣݶ΢,20220622,29.83,29.83,30.32,28.53,28.58,3925309,113934782,-1.25,-4.1904,29.0257,12.6172,889145663.7,,11474591916.6,31110765,0,401490270,328.017,6.6369,24.7884,-545.5095,
688173.SH,ϣݶ΢,20220623,28.58,28.52,29.93,28.52,29.31,3102441,91319067,0.73,2.5542,29.4346,9.9722,911856522.15,,11767679813.7,31110765,0,401490270,336.3953,6.8065,25.4215,-559.4431,
688173.SH,ϣݶ΢,20220624,29.31,29.89,30.77,29.31,30.27,3491776,105374487,0.96,3.2753,30.1779,11.2237,941722856.55,,12153110472.9,31110765,0,401490270,347.4134,7.0294,26.2542,-577.7667,
688173.SH,ϣݶ΢,20220627,30.27,30.27,30.68,29.32,29.54,3422214,101775251,-0.73,-2.4116,29.7396,11.0001,919011998.1,,11860022575.8,31110765,0,401490270,339.0351,6.8599,25.621,-563.8331,
688173.SH,ϣݶ΢,20220628,29.54,29.55,33.32,28.36,33.1,8093345,251996973,3.56,12.0515,31.1363,26.0146,1029766321.5,,13289327937,31110765,0,401490270,379.8937,7.6866,28.7087,-631.7832,
688173.SH,ϣݶ΢,20220629,33.1,33.52,35.5,31.78,31.98,9588930,323051604,-1.12,-3.3837,33.6901,30.8219,994922264.7,,12839658834.6,31110765,0,401490270,367.0393,7.4265,27.7373,-610.4056,
688173.SH,ϣݶ΢,20220630,31.98,32.8,34.66,31.57,33.55,7132171,233972461,1.57,4.9093,32.8052,22.9251,1043766165.75,,13469998558.5,31110765,0,401490270,385.0584,7.7911,29.099,-640.3724,
688173.SH,ϣݶ΢,20220701,33.55,33.02,33.55,31.7,31.72,5267545,170909936,-1.83,-5.4545,32.4458,16.9316,986833465.8,,12735271364.4,31110765,0,401490270,364.0553,7.3661,27.5118,-605.443,
688173.SH,ϣݶ΢,20220704,31.72,30.1,31.26,29.61,30.21,4528351,136536880,-1.51,-4.7604,30.1516,14.5556,939856210.65,,12129021056.7,31110765,0,401490270,346.7248,7.0155,26.2021,-576.6215,
688173.SH,ϣݶ΢,20220705,30.21,30.25,31.98,30.22,30.75,3929187,121808801,0.54,1.7875,31.001,12.6297,956656023.75,,12345825802.5,31110765,0,401490270,352.9224,7.1409,26.6705,-586.9285,
688173.SH,ϣݶ΢,20220706,30.75,30.2,32.77,29.8,31.6,4896019,156043395,0.85,2.7642,31.8715,15.7374,983100174,,12687092532,31110765,0,401490270,362.678,7.3383,27.4077,-603.1526,
688173.SH,ϣݶ΢,20220707,31.6,31.81,32.22,30.34,31.49,3365541,105163704,-0.11,-0.3481,31.2472,10.8179,979677989.85,,12642928602.3,31110765,0,401490270,361.4155,7.3127,27.3123,-601.053,
688173.SH,ϣݶ΢,20220708,31.49,31.68,32.93,31.2,31.24,4003303,128202857,-0.25,-0.7939,32.0243,12.8679,971900298.6,,12637679804.2,31110765,0,404535205,358.5462,7.2547,27.301,-600.8035,
688173.SH,ϣݶ΢,20220711,31.24,31.1,32.35,30.12,32.15,4269270,133758208,0.91,2.9129,31.3305,13.7228,1000211094.75,,13005806840.75,31110765,0,404535205,368.9904,7.466,28.0962,-618.3044,
688173.SH,ϣݶ΢,20220712,32.15,32.15,32.22,27.48,27.7,6455068,188030524,-4.45,-13.8414,29.1291,20.7487,861768190.5,,11205625178.5,31110765,0,404535205,320.3282,6.4814,24.2073,-532.7227,
688173.SH,ϣݶ΢,20220713,27.7,27.62,29.09,27.62,27.94,3345111,94899110,0.24,0.8664,28.3695,10.7523,869234774.1,,11302713627.7,31110765,0,404535205,323.1036,6.5375,24.4171,-537.3383,
688173.SH,ϣݶ΢,20220714,27.94,27.91,29.77,27.8,29.03,3950749,114935746,1.09,3.9012,29.0921,12.699,903145507.95,,11743657001.15,31110765,0,404535205,335.7086,6.7926,25.3696,-558.301,
688173.SH,ϣݶ΢,20220715,29.03,28.81,30.12,28.7,28.84,2817911,82462375,-0.19,-0.6545,29.2637,9.0577,897234462.6,,11666795312.2,31110765,0,404535205,333.5114,6.7481,25.2036,-554.647,
688173.SH,ϣݶ΢,20220718,28.84,29.02,29.61,28.4,28.65,2034138,58472887,-0.19,-0.6588,28.7458,6.5384,891323417.25,,11589933623.25,31110765,0,404535205,331.3142,6.7037,25.0375,-550.9929,
688173.SH,ϣݶ΢,20220719,28.65,28.65,29.1,27.83,28.46,2208691,62925037,-0.19,-0.6632,28.4897,7.0994,885412371.9,,11513071934.3,31110765,0,404535205,329.117,6.6592,24.8715,-547.3389,
688173.SH,ϣݶ΢,20220720,28.46,28.88,29.9,28.47,28.61,2885100,84226411,0.15,0.5271,29.1936,9.2736,890078986.65,,11573752215.05,31110765,0,404535205,330.8516,6.6943,25.0026,-550.2236,
688173.SH,ϣݶ΢,20220721,28.61,28.98,30.3,28.18,29.48,4727972,140202961,0.87,3.0409,29.6539,14.4109,967185736,,11925697843.4,32808200,0,404535205,340.9125,6.8979,25.7629,-566.9554,
688173.SH,ϣݶ΢,20220722,29.48,29.2,29.48,27.59,28.04,4213446,119267295,-1.44,-4.8847,28.3064,12.8427,919941928,,11343167148.2,32808200,0,404535205,324.26,6.5609,24.5045,-539.2615,
688173.SH,ϣݶ΢,20220725,28.04,27.9,28.51,27.19,27.3,2053801,56849286,-0.74,-2.6391,27.68,6.26,895663860,,11043811096.5,32808200,0,404535205,315.7025,6.3878,23.8578,-525.0299,
