¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002511.SZ,÷–À≥Ω‡»·,20101125,,52,54.99,47.8,49.22,23897777,1185132466.7,11.22,29.5263,49.5917,74.6806,1575040000,,7875200000,32000000,0,160000000,68.4332,12.5604,4.8652,73.8792,
002511.SZ,÷–À≥Ω‡»·,20101126,49.22,50.4,53,49.51,51.76,16146562,823782720.3,2.54,5.1605,51.0191,50.458,1656320000,,8281600000,32000000,0,160000000,71.9647,13.2086,5.1162,77.6917,
002511.SZ,÷–À≥Ω‡»·,20101129,51.76,50.88,51.27,48.98,49.19,8621207,428777289.5,-2.57,-4.9652,49.7352,26.9413,1574080000,,7870400000,32000000,0,160000000,68.3915,12.5527,4.8622,73.8342,
002511.SZ,÷–À≥Ω‡»·,20101130,49.19,49,50.5,48.08,50.41,8158115,403591643.8,1.22,2.4802,49.4712,25.4941,1613120000,,8065600000,32000000,0,160000000,70.0877,12.8641,4.9828,75.6654,
002511.SZ,÷–À≥Ω‡»·,20101201,50.41,50.54,52,49.02,49.36,7216868,364195581.8,-1.05,-2.0829,50.4645,22.5527,1579520000,,7897600000,32000000,0,160000000,68.6279,12.5961,4.879,74.0894,
002511.SZ,÷–À≥Ω‡»·,20101202,49.36,49.61,49.8,47,47.3,7503035,361397619.6,-2.06,-4.1734,48.1669,23.447,1513600000,,7568000000,32000000,0,160000000,65.7637,12.0704,4.6754,70.9973,
002511.SZ,÷–À≥Ω‡»·,20101203,47.3,46.7,46.99,44.26,45.99,5927622,269258913,-1.31,-2.7696,45.4244,18.5238,1471680000,,7358400000,32000000,0,160000000,63.9424,11.7361,4.5459,69.031,
002511.SZ,÷–À≥Ω‡»·,20101206,45.99,45.35,46.28,44.5,44.82,2520541,114279684.5,-1.17,-2.544,45.3393,7.8767,1434240000,,7171200000,32000000,0,160000000,62.3157,11.4376,4.4302,67.2748,
002511.SZ,÷–À≥Ω‡»·,20101207,44.82,44.49,45.03,43.6,44.83,2555226,113352844.9,0.01,0.0223,44.3612,7.9851,1434560000,,7172800000,32000000,0,160000000,62.3296,11.4401,4.4312,67.2898,
002511.SZ,÷–À≥Ω‡»·,20101208,44.83,44.66,45.36,43.81,44.69,2193047,97700462.9,-0.14,-0.3123,44.5501,6.8533,1430080000,,7150400000,32000000,0,160000000,62.1349,11.4044,4.4174,67.0797,
002511.SZ,÷–À≥Ω‡»·,20101209,44.69,44.09,44.34,42.69,42.84,2308086,100135047.4,-1.85,-4.1396,43.3845,7.2128,1370880000,,6854400000,32000000,0,160000000,59.5627,10.9323,4.2345,64.3028,
002511.SZ,÷–À≥Ω‡»·,20101210,42.84,42.49,42.83,42.02,42.75,2055116,87197495.3,-0.09,-0.2101,42.4295,6.4222,1368000000,,6840000000,32000000,0,160000000,59.4376,10.9093,4.2256,64.1677,
002511.SZ,÷–À≥Ω‡»·,20101213,42.75,43.15,43.55,42.7,43.5,2067195,89398728.2,0.75,1.7544,43.2464,6.46,1392000000,,6960000000,32000000,0,160000000,60.4804,11.1007,4.2998,65.2935,
002511.SZ,÷–À≥Ω‡»·,20101214,43.5,43.52,44.7,42.91,44.57,2739683,120145261.8,1.07,2.4598,43.8537,8.5615,1426240000,,7131200000,32000000,0,160000000,61.9681,11.3738,4.4055,66.8996,
002511.SZ,÷–À≥Ω‡»·,20101215,44.57,44.28,44.45,43.5,43.6,1897129,83468584.3,-0.97,-2.1764,43.9973,5.9285,1395200000,,6976000000,32000000,0,160000000,60.6194,11.1262,4.3096,65.4436,
002511.SZ,÷–À≥Ω‡»·,20101216,43.6,43.5,44.7,43.26,43.9,1667940,73459208.8,0.3,0.6881,44.0419,5.2123,1404800000,,7024000000,32000000,0,160000000,61.0365,11.2028,4.3393,65.8939,
002511.SZ,÷–À≥Ω‡»·,20101217,43.9,43.61,44.48,43.57,43.95,1319731,58151169.2,0.05,0.1139,44.0629,4.1242,1406400000,,7032000000,32000000,0,160000000,61.106,11.2156,4.3442,65.9689,
002511.SZ,÷–À≥Ω‡»·,20101220,43.95,44.05,44.98,43.33,44.23,2435188,107681778.5,0.28,0.6371,44.2191,7.61,1415360000,,7076800000,32000000,0,160000000,61.4953,11.287,4.3719,66.3892,
002511.SZ,÷–À≥Ω‡»·,20101221,44.23,44.29,45.84,44.29,45.16,3717594,168203145.4,0.93,2.1026,45.2452,11.6175,1445120000,,7225600000,32000000,0,160000000,62.7884,11.5243,4.4638,67.7852,
002511.SZ,÷–À≥Ω‡»·,20101222,45.16,44.65,45.11,43.88,44.1,2155963,95610355,-1.06,-2.3472,44.3469,6.7374,1411200000,,7056000000,32000000,0,160000000,61.3146,11.2538,4.3591,66.1941,
002511.SZ,÷–À≥Ω‡»·,20101223,44.1,44.03,44.3,41.66,41.71,4180025,177962861.9,-2.39,-5.4195,42.5746,13.0626,1334720000,,6673600000,32000000,0,160000000,57.9916,10.6439,4.1228,62.6067,
002511.SZ,÷–À≥Ω‡»·,20101224,41.71,41.5,41.5,39.82,40.16,2380861,96200064.2,-1.55,-3.7161,40.4056,7.4402,1285120000,,6425600000,32000000,0,160000000,55.8366,10.2484,3.9696,60.2802,
002511.SZ,÷–À≥Ω‡»·,20101227,40.16,40.15,40.8,38.99,39.56,1892681,75705073.5,-0.6,-1.494,39.9989,5.9146,1265920000,,6329600000,32000000,0,160000000,55.0024,10.0953,3.9103,59.3796,
002511.SZ,÷–À≥Ω‡»·,20101228,39.56,39.5,39.56,38.8,38.85,1170609,45747611.8,-0.71,-1.7947,39.0802,3.6582,1243200000,,6216000000,32000000,0,160000000,54.0152,9.9141,3.8401,58.3138,
002511.SZ,÷–À≥Ω‡»·,20101229,38.85,38.99,39.88,38.88,39.7,1095225,43059302.3,0.85,2.1879,39.3155,3.4226,1270400000,,6352000000,32000000,0,160000000,55.197,10.131,3.9242,59.5897,
002511.SZ,÷–À≥Ω‡»·,20101230,39.7,39.66,39.89,38.97,39.5,1047496,41156438,-0.2,-0.5038,39.2903,3.2734,1264000000,,6320000000,32000000,0,160000000,54.919,10.08,3.9044,59.2895,
002511.SZ,÷–À≥Ω‡»·,20101231,39.5,39.52,40.35,39.52,40.1,1088333,43553507.7,0.6,1.519,40.0185,3.401,1283200000,,6416000000,32000000,0,160000000,55.7532,10.2331,3.9637,60.1901,
002511.SZ,÷–À≥Ω‡»·,20110104,40.1,40.26,40.57,40.01,40.28,1063372,42838894.4,0.18,0.4489,40.2859,3.323,1288960000,,6444800000,32000000,0,160000000,56.0034,10.279,3.623,4.9284,
002511.SZ,÷–À≥Ω‡»·,20110105,40.28,40,40.67,40,40.11,835272,33590723.7,-0.17,-0.422,40.2153,2.6102,1283520000,,6417600000,32000000,0,160000000,55.7671,10.2356,3.6077,4.9076,
002511.SZ,÷–À≥Ω‡»·,20110106,40.11,40.05,40.39,39.15,39.31,1026180,40735980.8,-0.8,-1.9945,39.6967,3.2068,1257920000,,6289600000,32000000,0,160000000,54.6548,10.0315,3.5357,4.8098,
002511.SZ,÷–À≥Ω‡»·,20110107,39.31,39.5,39.66,38.91,39.2,1443633,56696982.2,-0.11,-0.2798,39.2738,4.5114,1254400000,,6272000000,32000000,0,160000000,54.5019,10.0034,3.5258,4.7963,
002511.SZ,÷–À≥Ω‡»·,20110110,39.2,39,39.15,38.35,38.38,1194273,46258349.5,-0.82,-2.0918,38.7335,3.7321,1228160000,,6140800000,32000000,0,160000000,53.3618,9.7942,3.4521,4.696,
002511.SZ,÷–À≥Ω‡»·,20110111,38.38,38.01,38.36,37,37.3,1201337,45092853.7,-1.08,-2.814,37.5356,3.7542,1193600000,,5968000000,32000000,0,160000000,51.8602,9.5185,3.3549,4.5638,
002511.SZ,÷–À≥Ω‡»·,20110112,37.3,37.41,38.99,37.3,38.79,1349575,51504960.6,1.49,3.9946,38.1638,4.2174,1241280000,,6206400000,32000000,0,160000000,53.9318,9.8988,3.489,4.7461,
002511.SZ,÷–À≥Ω‡»·,20110113,38.79,38.79,38.79,38.18,38.22,731033,28058344.7,-0.57,-1.4695,38.3818,2.2845,1223040000,,6115200000,32000000,0,160000000,53.1393,9.7533,3.4377,4.6764,
002511.SZ,÷–À≥Ω‡»·,20110114,38.22,38.05,38.68,37.77,37.8,930121,35644106.7,-0.42,-1.0989,38.322,2.9066,1209600000,,6048000000,32000000,0,160000000,52.5554,9.6461,3.3999,4.625,
002511.SZ,÷–À≥Ω‡»·,20110117,37.8,37.74,38.4,37.33,37.4,1027146,38821320.7,-0.4,-1.0582,37.7953,3.2098,1196800000,,5984000000,32000000,0,160000000,51.9992,9.5441,3.3639,4.5761,
002511.SZ,÷–À≥Ω‡»·,20110118,37.4,37.42,37.95,37.31,37.68,647426,24330044.2,0.28,0.7487,37.5797,2.0232,1205760000,,6028800000,32000000,0,160000000,52.3885,9.6155,3.3891,4.6103,
002511.SZ,÷–À≥Ω‡»·,20110119,37.68,37.89,38.24,37.72,38.19,710661,27031900.1,0.51,1.3535,38.0377,2.2208,1222080000,,6110400000,32000000,0,160000000,53.0976,9.7457,3.435,4.6727,
002511.SZ,÷–À≥Ω‡»·,20110120,38.19,38.19,38.19,35.25,35.35,1661125,60702191.2,-2.84,-7.4365,36.5428,5.191,1131200000,,5656000000,32000000,0,160000000,49.149,9.0209,3.1796,4.3252,
002511.SZ,÷–À≥Ω‡»·,20110121,35.35,35.35,35.66,34.69,35.46,896448,31623649.7,0.11,0.3112,35.2766,2.8014,1134720000,,5673600000,32000000,0,160000000,49.3019,9.049,3.1894,4.3387,
002511.SZ,÷–À≥Ω‡»·,20110124,35.46,35.46,35.46,35.46,35.46,,,0,0,,,1134720000,,5673600000,32000000,0,160000000,49.3019,9.049,3.1894,4.3387,
002511.SZ,÷–À≥Ω‡»·,20110125,35.46,34.6,35.21,33.95,35.08,809765,28068701.5,-0.38,-1.0716,34.6628,2.5305,1122560000,,5612800000,32000000,0,160000000,48.7736,8.952,3.1553,4.2922,
002511.SZ,÷–À≥Ω‡»·,20110126,35.08,35.01,36.09,35.01,35.41,578389,20580460.6,0.33,0.9407,35.5824,1.8075,1133120000,,5665600000,32000000,0,160000000,49.2324,9.0362,3.185,4.3326,
002511.SZ,÷–À≥Ω‡»·,20110127,35.41,35.15,35.97,34.62,35.82,811032,28789306.1,0.41,1.1579,35.4971,2.5345,1146240000,,5731200000,32000000,0,160000000,49.8025,9.1409,3.2218,4.3827,
002511.SZ,÷–À≥Ω‡»·,20110128,35.82,35.47,36,35.47,35.8,497547,17764479.7,-0.02,-0.0558,35.7041,1.5548,1145600000,,5728000000,32000000,0,160000000,49.7747,9.1358,3.22,4.3803,
002511.SZ,÷–À≥Ω‡»·,20110131,35.8,35.58,35.69,35.01,35.54,850833,30069859.8,-0.26,-0.7263,35.3417,2.6589,1137280000,,5686400000,32000000,0,160000000,49.4132,9.0694,3.1966,4.3485,
002511.SZ,÷–À≥Ω‡»·,20110201,35.54,35.4,36.7,35.38,36.24,962498,34980911.8,0.7,1.9696,36.3439,3.0078,1159680000,,5798400000,32000000,0,160000000,50.3864,9.248,3.2596,4.4341,
002511.SZ,÷–À≥Ω‡»·,20110209,36.24,35.99,36.58,35.32,36.31,754672,27271960.7,0.07,0.1932,36.1375,2.3584,1161920000,,5809600000,32000000,0,160000000,50.4837,9.2659,3.2659,4.4427,
002511.SZ,÷–À≥Ω‡»·,20110210,36.31,36.11,37.47,36.05,37.31,1196566,44021726.7,1,2.7541,36.7901,3.7393,1193920000,,5969600000,32000000,0,160000000,51.8741,9.5211,3.3558,4.5651,
002511.SZ,÷–À≥Ω‡»·,20110211,37.31,37.2,37.73,37.01,37.3,1212812,45438026.1,-0.01,-0.0268,37.465,3.79,1193600000,,5968000000,32000000,0,160000000,51.8602,9.5185,3.3549,4.5638,
002511.SZ,÷–À≥Ω‡»·,20110214,37.3,37.06,37.51,36.93,37.49,1343154,50002708.7,0.19,0.5094,37.2278,4.1974,1199680000,,5998400000,32000000,0,160000000,52.1244,9.567,3.372,4.5871,
002511.SZ,÷–À≥Ω‡»·,20110215,37.49,37.49,37.77,37,37.19,1059576,39661347.3,-0.3,-0.8002,37.4313,3.3112,1190080000,,5950400000,32000000,0,160000000,51.7073,9.4905,3.3451,4.5504,
002511.SZ,÷–À≥Ω‡»·,20110216,37.19,37.18,38.21,36.9,38.06,1567408,59085263.6,0.87,2.3393,37.6962,4.8981,1217920000,,6089600000,32000000,0,160000000,52.9169,9.7125,3.4233,4.6568,
002511.SZ,÷–À≥Ω‡»·,20110217,38.06,37.95,37.99,37.27,37.42,1072553,40280959.5,-0.64,-1.6816,37.5561,3.3517,1197440000,,5987200000,32000000,0,160000000,52.027,9.5492,3.3657,4.5785,
002511.SZ,÷–À≥Ω‡»·,20110218,37.42,37.42,37.99,37.15,37.7,995180,37401195.5,0.28,0.7483,37.5823,3.1099,1206400000,,6032000000,32000000,0,160000000,52.4163,9.6206,3.3909,4.6128,
002511.SZ,÷–À≥Ω‡»·,20110221,37.7,37.3,38.18,37.28,37.92,945203,35704113.6,0.22,0.5836,37.774,2.9538,1213440000,,6067200000,32000000,0,160000000,52.7222,9.6768,3.4107,4.6397,
002511.SZ,÷–À≥Ω‡»·,20110222,37.92,37.81,37.92,35.78,35.89,1601457,58976403.2,-2.03,-5.3534,36.8267,5.0046,1148480000,,5742400000,32000000,0,160000000,49.8998,9.1587,3.2281,4.3913,
002511.SZ,÷–À≥Ω‡»·,20110223,35.89,35.91,36.63,35.89,36.34,749031,27126973.1,0.45,1.2538,36.2161,2.3407,1162880000,,5814400000,32000000,0,160000000,50.5255,9.2736,3.2686,4.4464,
002511.SZ,÷–À≥Ω‡»·,20110224,36.34,36.2,37.78,36.05,37.13,1476614,54839477.9,0.79,2.1739,37.1387,4.6144,1188160000,,5940800000,32000000,0,160000000,51.6238,9.4752,3.3397,4.543,
