´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002622.SZ,ð©å·Ò½ÁÆ,20111018,,25.38,30.43,25.12,26.12,27334161,714764967.7,6.12,30.6,26.1491,89.915,794048000,,3918000000,30400000,0,150000000,40.1399,10.584,9.4975,90.7181,
002622.SZ,ð©å·Ò½ÁÆ,20111019,26.12,24.78,26.96,24.2,25.4,15054883,385899857.7,-0.72,-2.7565,25.6329,49.5226,772160000,,3810000000,30400000,0,150000000,39.0335,10.2922,9.2357,88.2174,
002622.SZ,ð©å·Ò½ÁÆ,20111020,25.4,24.8,24.89,22.86,22.86,12327711,288069993.3,-2.54,-10,23.3677,40.5517,694944000,,3429000000,30400000,0,150000000,35.1301,9.263,8.3121,79.3957,
002622.SZ,ð©å·Ò½ÁÆ,20111021,22.86,22.7,22.96,20.78,21.47,8095960,175954126.3,-1.39,-6.0805,21.7336,26.6314,652688000,,3220500000,30400000,0,150000000,32.9941,8.6998,7.8067,74.568,
002622.SZ,ð©å·Ò½ÁÆ,20111024,21.47,21.28,23.19,20.36,23.04,9612099,209184447.1,1.57,7.3125,21.7626,31.6187,700416000,,3456000000,30400000,0,150000000,35.4068,9.336,8.3776,80.0208,
002622.SZ,ð©å·Ò½ÁÆ,20111025,23.04,22.66,24.66,22.31,23.36,12003865,281123085.3,0.32,1.3889,23.4194,39.4864,710144000,,3504000000,30400000,0,150000000,35.8985,9.4656,8.494,81.1322,
002622.SZ,ð©å·Ò½ÁÆ,20111026,23.36,22.77,23.98,22.45,22.5,9453802,219691298.5,-0.86,-3.6815,23.2384,31.098,684000000,,3375000000,30400000,0,150000000,34.5769,9.1171,8.1812,78.1453,
002622.SZ,ð©å·Ò½ÁÆ,20111027,22.5,22.22,24.69,22.22,24.45,11507432,274024502.7,1.95,8.6667,23.8128,37.8534,743280000,,3667500000,30400000,0,150000000,37.5736,9.9073,8.8903,84.9179,
002622.SZ,ð©å·Ò½ÁÆ,20111028,24.45,24.4,25.34,23.89,25.03,10785079,266147317.1,0.58,2.3722,24.6774,35.4772,760912000,,3754500000,30400000,0,150000000,38.4649,10.1423,9.1012,86.9324,
002622.SZ,ð©å·Ò½ÁÆ,20111031,25.03,24.6,25.7,24.03,25.45,9419497,233866077.6,0.42,1.678,24.8279,30.9852,773680000,,3817500000,30400000,0,150000000,39.1103,10.3125,9.2539,88.3911,
002622.SZ,ð©å·Ò½ÁÆ,20111101,25.45,24.88,25.44,24.54,24.95,6957022,174005511,-0.5,-1.9646,25.0115,22.8849,758480000,,3742500000,30400000,0,150000000,38.3419,10.1099,9.0721,86.6545,
