¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
301211.SZ,∫‡µœ“©“µ,20211222,,42,45.5,35.81,37.32,38983367,1576525048,11.52,44.6512,40.441,71.1795,2043930078.84,,8956800000,54767687,0,240000000,64.952,11.1996,15.1061,224.511,
301211.SZ,∫‡µœ“©“µ,20211223,37.32,40,45,40,42.1,33179649,1406623095,4.78,12.8081,42.3942,60.5825,2305719622.7,,10104000000,54767687,0,240000000,73.2712,12.634,17.041,253.2666,
301211.SZ,∫‡µœ“©“µ,20211224,42.1,39.43,42.3,36.52,37.45,25031632,967850271,-4.65,-11.0451,38.6651,45.7051,2051049878.15,,8988000000,54767687,0,240000000,65.1783,11.2386,15.1588,225.293,
301211.SZ,∫‡µœ“©“µ,20211227,37.45,38.11,42.98,38.11,41.33,24116058,978620202,3.88,10.3605,40.5796,44.0334,2263548503.71,,9919200000,54767687,0,240000000,71.9311,12.4029,16.7293,248.6345,
301211.SZ,∫‡µœ“©“µ,20211228,41.33,39.01,48.08,37.77,45.7,30345308,1249904916,4.37,10.5734,41.1894,55.4073,2502883295.9,,10968000000,54767687,0,240000000,79.5367,13.7144,18.4981,274.9236,
301211.SZ,∫‡µœ“©“µ,20211229,45.7,44.14,48.8,41.81,42.06,28390189,1270464373,-3.64,-7.965,44.7501,51.8375,2303528915.22,,10094400000,54767687,0,240000000,73.2016,12.622,17.0248,253.026,
301211.SZ,∫‡µœ“©“µ,20211230,42.06,39.4,42.68,39.23,39.7,21695154,875364492,-2.36,-5.611,40.3484,39.6131,2174277173.9,,9528000000,54767687,0,240000000,69.0942,11.9138,16.0695,238.8286,
301211.SZ,∫‡µœ“©“µ,20211231,39.7,39.8,39.91,37.54,37.61,18224127,701948755,-2.09,-5.2645,38.5176,33.2753,2059812708.07,,9026400000,54767687,0,240000000,65.4567,11.2866,15.2235,226.2556,
301211.SZ,∫‡µœ“©“µ,20220104,37.61,38,38.47,36.51,36.88,14925060,559114859,-0.73,-1.941,37.4615,27.2516,2019832296.56,,8851200000,54767687,0,240000000,64.1862,11.0675,16.3722,5.0453,
301211.SZ,∫‡µœ“©“µ,20220105,36.88,36.2,36.2,33.69,33.7,15900237,548812738,-3.18,-8.6226,34.516,29.0321,1845671051.9,,8088000000,54767687,0,240000000,58.6518,10.1132,14.9605,4.6103,
301211.SZ,∫‡µœ“©“µ,20220106,33.7,33.25,35.05,33.25,34.25,11051944,377220177,0.55,1.632,34.1316,20.1797,1875793279.75,,8220000000,54767687,0,240000000,59.609,10.2783,15.2047,4.6855,
301211.SZ,∫‡µœ“©“µ,20220107,34.25,34.22,34.45,32.8,32.82,9764394,328121107,-1.43,-4.1752,33.6038,17.8288,1797475487.34,,7876800000,54767687,0,240000000,57.1202,9.8491,14.5699,4.4899,
301211.SZ,∫‡µœ“©“µ,20220110,32.82,32.83,34.42,32.82,34.05,8727261,294945765,1.23,3.7477,33.7959,15.9351,1864839742.35,,8172000000,54767687,0,240000000,59.2609,10.2182,15.1159,4.6581,
301211.SZ,∫‡µœ“©“µ,20220111,34.05,33.76,34.67,33.5,33.76,9274145,316195506,-0.29,-0.8517,34.0943,16.9336,1848957113.12,,8102400000,54767687,0,240000000,58.7562,10.1312,14.9872,4.6185,
301211.SZ,∫‡µœ“©“µ,20220112,33.76,33.8,34.56,33.74,33.93,7531372,256690703,0.17,0.5036,34.0829,13.7515,1858267619.91,,8143200000,54767687,0,240000000,59.052,10.1822,15.0626,4.6417,
301211.SZ,∫‡µœ“©“µ,20220113,33.93,34.1,35.5,32.2,35.03,17169329,581734820,1.1,3.242,33.8822,31.3494,1918512075.61,,8407200000,54767687,0,240000000,60.9665,10.5123,15.551,4.7922,
301211.SZ,∫‡µœ“©“µ,20220114,35.03,34.34,38.28,33.97,36.65,19743124,709444611,1.62,4.6246,35.9338,36.0489,2007235728.55,,8796000000,54767687,0,240000000,63.786,10.9985,16.2701,5.0138,
301211.SZ,∫‡µœ“©“µ,20220117,36.65,36.39,37.3,35.22,35.7,13674284,493996751,-0.95,-2.5921,36.126,24.9678,1955206425.9,,8568000000,54767687,0,240000000,62.1326,10.7134,15.8484,4.8839,
301211.SZ,∫‡µœ“©“µ,20220118,35.7,35.3,35.54,32.95,33.12,11570210,390051252,-2.58,-7.2269,33.7117,21.126,1813905793.44,,7948800000,54767687,0,240000000,57.6423,9.9392,14.703,4.5309,
301211.SZ,∫‡µœ“©“µ,20220119,33.12,32.95,33.68,32.56,33.19,5426580,180028005,0.07,0.2114,33.1752,9.9084,1817739531.53,,7965600000,54767687,0,240000000,57.7641,9.9602,14.7341,4.5405,
301211.SZ,∫‡µœ“©“µ,20220120,33.19,33.43,36.34,33.08,34.86,12274843,426193810,1.67,5.0316,34.7209,22.4126,1909201568.82,,8366400000,54767687,0,240000000,60.6706,10.4613,15.4755,4.7689,
301211.SZ,∫‡µœ“©“µ,20220121,34.86,35.01,36.99,33,33.11,10420962,361717524,-1.75,-5.0201,34.7106,19.0276,1813358116.57,,7946400000,54767687,0,240000000,57.6249,9.9362,14.6986,4.5295,
301211.SZ,∫‡µœ“©“µ,20220124,33.11,31.5,31.5,29.39,29.48,10628820,320703172,-3.63,-10.9635,30.173,19.4071,1614551412.76,,7075200000,54767687,0,240000000,51.3072,8.8468,13.0871,4.0329,
301211.SZ,∫‡µœ“©“µ,20220125,29.48,29.1,29.96,27.87,27.89,6963006,200542280,-1.59,-5.3935,28.8011,12.7137,1527470790.43,,6693600000,54767687,0,240000000,48.54,8.3697,12.3813,3.8154,
301211.SZ,∫‡µœ“©“µ,20220126,27.89,27.9,28.43,27.1,27.33,4781068,131942268,-0.56,-2.0079,27.5968,8.7297,1496800885.71,,6559200000,54767687,0,240000000,47.5654,8.2016,12.1327,3.7388,
301211.SZ,∫‡µœ“©“µ,20220127,27.33,27.45,27.79,26.31,26.37,5444558,147861769,-0.96,-3.5126,27.1577,9.9412,1444223906.19,,6328800000,54767687,0,240000000,45.8946,7.9135,11.7065,3.6075,
301211.SZ,∫‡µœ“©“µ,20220128,26.37,26.8,27.17,26.3,26.69,4073169,108778368,0.32,1.2135,26.7061,7.4372,1461749566.03,,6405600000,54767687,0,240000000,46.4515,8.0095,11.8486,3.6513,
301211.SZ,∫‡µœ“©“µ,20220207,26.69,27.2,27.5,26.87,27.18,3402595,92560355,0.49,1.8359,27.2029,6.2128,1488585732.66,,6523200000,54767687,0,240000000,47.3043,8.1566,12.0661,3.7183,
301211.SZ,∫‡µœ“©“µ,20220208,27.18,27.27,27.67,26.9,27.58,3775357,103155705,0.4,1.4717,27.3234,6.8934,1510492807.46,,6619200000,54767687,0,240000000,48.0005,8.2766,12.2437,3.773,
301211.SZ,∫‡µœ“©“µ,20220209,27.58,27.58,28.05,27.11,27.76,4317330,119016072,0.18,0.6526,27.5671,7.883,1520350991.12,,6662400000,54767687,0,240000000,48.3137,8.3306,12.3236,3.7976,
