¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603656.SH,Ã©∫Ã÷«ƒ‹,20170321,,26.29,31.55,26.29,31.55,920,28973,9.64,43.9982,31.4924,0.0048,599134500,,2396538000,18990000,0,75960000,28.6463,6.2125,6.4657,42.3558,
603656.SH,Ã©∫Ã÷«ƒ‹,20170322,31.55,34.71,34.71,34.71,34.71,2600,90246,3.16,10.0158,34.71,0.0137,659142900,,2636571600,18990000,0,75960000,31.5155,6.8347,7.1133,46.5981,
603656.SH,Ã©∫Ã÷«ƒ‹,20170323,34.71,38.18,38.18,38.18,38.18,2700,103086,3.47,9.9971,38.18,0.0142,725038200,,2900152800,18990000,0,75960000,34.6661,7.518,7.8244,51.2566,
603656.SH,Ã©∫Ã÷«ƒ‹,20170324,38.18,42,42,42,42,6700,281400,3.82,10.0052,42,0.0353,797580000,,3190320000,18990000,0,75960000,38.1345,8.2702,8.6072,56.3849,
603656.SH,Ã©∫Ã÷«ƒ‹,20170327,42,46.2,46.2,46.2,46.2,2500,115500,4.2,10,46.2,0.0132,877338000,,3509352000,18990000,0,75960000,41.948,9.0972,9.4679,62.0234,
603656.SH,Ã©∫Ã÷«ƒ‹,20170328,46.2,50.82,50.82,50.82,50.82,8700,442134,4.62,10,50.82,0.0458,965071800,,3860287200,18990000,0,75960000,46.1428,10.007,10.4147,68.2257,
603656.SH,Ã©∫Ã÷«ƒ‹,20170329,50.82,55.9,55.9,55.9,55.9,9300,519870,5.08,9.9961,55.9,0.049,1061541000,,4246164000,18990000,0,75960000,50.7552,11.0073,11.4558,75.0456,
603656.SH,Ã©∫Ã÷«ƒ‹,20170330,55.9,61.49,61.49,61.49,61.49,41605,2558291,5.59,10,61.49,0.2191,1167695100,,4670780400,18990000,0,75960000,55.8308,12.108,12.6014,82.5502,
603656.SH,Ã©∫Ã÷«ƒ‹,20170331,61.49,67.64,67.64,67.64,67.64,62700,4241028,6.15,10.0016,67.64,0.3302,1284483600,,5137934400,18990000,0,75960000,61.4148,13.319,13.8617,90.8065,
603656.SH,Ã©∫Ã÷«ƒ‹,20170405,67.64,74.39,74.4,65.5,67.71,7953725,549344750,0.07,0.1035,69.0676,41.8838,1285812900,,5143251600,18990000,0,75960000,61.4783,13.3328,13.8761,90.9005,
603656.SH,Ã©∫Ã÷«ƒ‹,20170406,67.71,67.71,74.48,66.1,74.48,8361133,603385827,6.77,9.9985,72.1656,44.0291,1414375200,,5657500800,18990000,0,75960000,67.6252,14.6659,15.2635,99.9892,
603656.SH,Ã©∫Ã÷«ƒ‹,20170407,74.48,73.8,75.26,70.77,71.53,6206229,452498772,-2.95,-3.9608,72.9104,32.6816,1358354700,,5433418800,18990000,0,75960000,64.9467,14.085,14.6589,96.0288,
603656.SH,Ã©∫Ã÷«ƒ‹,20170410,71.53,69,69.6,64.38,64.38,5312148,351260664,-7.15,-9.9958,66.124,27.9734,1222576200,,4890304800,18990000,0,75960000,58.4548,12.6771,13.1936,86.43,
603656.SH,Ã©∫Ã÷«ƒ‹,20170411,64.38,62.75,68.16,62.66,67.9,3893481,256759122,3.52,5.4675,65.9459,20.5028,1289421000,,5157684000,18990000,0,75960000,61.6508,13.3702,13.915,91.1556,
603656.SH,Ã©∫Ã÷«ƒ‹,20170412,67.9,67.4,70.4,66.75,68.55,3617564,248496038,0.65,0.9573,68.6915,19.0498,1301764500,,5207058000,18990000,0,75960000,62.241,13.4982,14.0482,92.0282,
603656.SH,Ã©∫Ã÷«ƒ‹,20170413,68.55,67.5,69.75,66.78,69.07,2150319,146577392,0.52,0.7586,68.1654,11.3234,1311639300,,5246557200,18990000,0,75960000,62.7131,13.6006,14.1548,92.7263,
603656.SH,Ã©∫Ã÷«ƒ‹,20170414,69.07,68.18,69.12,64.88,65.19,1827905,123906970,-3.88,-5.6175,67.7863,9.6256,1237958100,,4951832400,18990000,0,75960000,59.1902,12.8366,13.3596,87.5174,
603656.SH,Ã©∫Ã÷«ƒ‹,20170417,65.19,60.38,62.3,58.67,58.67,3347205,200094960,-6.52,-10.0015,59.7797,17.6261,1114143300,,4456573200,18990000,0,75960000,53.2703,11.5527,12.0235,78.7643,
603656.SH,Ã©∫Ã÷«ƒ‹,20170418,58.67,58.81,60.29,57,57.62,1655354,97796021,-1.05,-1.7897,59.0786,8.717,1094203800,,4376815200,18990000,0,75960000,52.3169,11.3459,11.8083,77.3547,
603656.SH,Ã©∫Ã÷«ƒ‹,20170419,57.62,57.02,60.28,57,60.15,2094778,124134234,2.53,4.3908,59.2589,11.031,1142248500,,4568994000,18990000,0,75960000,54.6141,11.8441,12.3268,80.7512,
603656.SH,Ã©∫Ã÷«ƒ‹,20170420,60.15,59.85,60.17,57.2,59.82,1813283,106661913,-0.33,-0.5486,58.8225,9.5486,1135981800,,4543927200,18990000,0,75960000,54.3145,11.7792,12.2591,80.3082,
603656.SH,Ã©∫Ã÷«ƒ‹,20170421,59.82,59.3,60.28,59.14,59.28,960300,57297571,-0.54,-0.9027,59.6663,5.0569,1125727200,,4502908800,18990000,0,75960000,53.8242,11.6728,12.1485,79.5833,
603656.SH,Ã©∫Ã÷«ƒ‹,20170424,59.28,58.61,60.19,56.57,59.32,1297163,76130429,0.04,0.0675,58.6899,6.8308,1126486800,,4505947200,18990000,0,75960000,53.8605,11.6807,12.1567,79.6369,
603656.SH,Ã©∫Ã÷«ƒ‹,20170425,59.32,59.98,61.19,58.82,59.32,1162040,69549136,0,0,59.8509,6.1192,1126486800,,4505947200,18990000,0,75960000,53.8605,11.6807,12.1567,79.6369,
603656.SH,Ã©∫Ã÷«ƒ‹,20170426,59.32,59,60.48,58.61,59.46,993253,59363336,0.14,0.236,59.7666,5.2304,1129145400,,4516581600,18990000,0,75960000,53.9876,11.7083,12.1854,79.8249,
603656.SH,Ã©∫Ã÷«ƒ‹,20170427,59.46,59.54,63,57.92,62.57,2235903,136373125,3.11,5.2304,60.9924,11.7741,1188204300,,4752817200,18990000,0,75960000,56.8114,12.3207,12.8227,84.0001,
603656.SH,Ã©∫Ã÷«ƒ‹,20170428,62.57,62,62.44,61.08,61.82,1372393,84718751,-0.75,-1.1987,61.7307,7.2269,1173961800,,4695847200,18990000,0,75960000,55.9378,6.1118,12.669,82.9932,
603656.SH,Ã©∫Ã÷«ƒ‹,20170502,61.82,61.99,61.99,57.3,57.93,1871355,111269610,-3.89,-6.2925,59.4594,9.8544,1100090700,,4400362800,18990000,0,75960000,52.4179,5.7272,11.8718,77.7709,
603656.SH,Ã©∫Ã÷«ƒ‹,20170503,57.93,57.62,58.78,54.8,57.92,2097675,119296462,-0.01,-0.0173,56.8708,11.0462,1099900800,,4399603200,18990000,0,75960000,52.4088,5.7262,11.8698,77.7575,
603656.SH,Ã©∫Ã÷«ƒ‹,20170504,57.92,57.37,57.37,55.88,56.35,996700,56491266,-1.57,-2.7106,56.6783,5.2486,1070086500,,4280346000,18990000,0,75960000,50.9882,5.571,11.548,75.6497,
603656.SH,Ã©∫Ã÷«ƒ‹,20170505,56.35,55.57,57.75,55.57,55.7,847500,48034939,-0.65,-1.1535,56.6784,4.4629,1057743000,,4230972000,18990000,0,75960000,50.4001,5.5067,11.4148,74.7771,
603656.SH,Ã©∫Ã÷«ƒ‹,20170508,55.7,55.59,56.37,53.11,53.18,776803,42775820,-2.52,-4.5242,55.0665,4.0906,1009888200,,4039552800,18990000,0,75960000,48.1199,5.2576,10.8984,71.394,
603656.SH,Ã©∫Ã÷«ƒ‹,20170509,53.18,53.2,54.6,53.03,54.2,1028800,55471144,1.02,1.918,53.9183,5.4176,1029258000,,4117032000,18990000,0,75960000,49.0428,5.3584,11.1074,72.7634,
603656.SH,Ã©∫Ã÷«ƒ‹,20170510,54.2,54.3,54.57,52.56,52.94,1000500,53578998,-1.26,-2.3247,53.5522,5.2686,1005330600,,4021322400,18990000,0,75960000,47.9027,5.2339,10.8492,71.0718,
603656.SH,Ã©∫Ã÷«ƒ‹,20170511,52.94,52.49,53.88,51.89,53.68,997500,52898082,0.74,1.3978,53.0307,5.2528,1019383200,,4077532800,18990000,0,75960000,48.5723,5.307,11.0008,72.0653,
603656.SH,Ã©∫Ã÷«ƒ‹,20170512,53.68,53.13,54.52,53.13,54.49,916700,49487572,0.81,1.5089,53.9845,4.8273,1034765100,,4139060400,18990000,0,75960000,49.3052,5.3871,11.1668,73.1527,
603656.SH,Ã©∫Ã÷«ƒ‹,20170515,54.49,54.7,54.78,53.55,53.69,620100,33655578,-0.8,-1.4682,54.2744,3.2654,1019573100,,4078292400,18990000,0,75960000,48.5813,5.308,11.0029,72.0787,
603656.SH,Ã©∫Ã÷«ƒ‹,20170516,53.69,53.3,55.9,52.28,55.84,1199668,64880449,2.15,4.0045,54.082,6.3174,1060401600,,4241606400,18990000,0,75960000,50.5268,5.5206,11.4435,74.9651,
