����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
300377.SZ,Ӯʱʤ,20140228,38.41,38.3,39.99,37.61,39.64,2644044,103136025.8,1.23,3.2023,39.0069,19.0906,549014000,,2194074000,13850000,0,55350000,52.5091,13.3586,13.0438,243.9742,
300377.SZ,Ӯʱʤ,20140303,39.64,39.4,43.6,39.16,43.27,3715874,155158205.6,3.63,9.1574,41.7555,26.8294,599289500,,2394994500,13850000,0,55350000,57.3176,14.5819,14.2383,266.3159,
300377.SZ,Ӯʱʤ,20140304,43.27,42.01,44.56,40.8,42.26,3427611,145343627.7,-1.01,-2.3342,42.4038,24.7481,585301000,,2339091000,13850000,0,55350000,55.9797,14.2416,13.906,260.0996,
300377.SZ,Ӯʱʤ,20140305,42.26,41.4,43.69,41,42.35,2578132,109673354.4,0.09,0.213,42.5399,18.6147,586547500,,2344072500,13850000,0,55350000,56.0989,14.2719,13.9356,260.6536,
300377.SZ,Ӯʱʤ,20140306,42.35,41.98,46.59,40.4,46.59,4796759,212979951.1,4.24,10.0118,44.4008,34.6336,645271500,,2578756500,13850000,0,55350000,61.7154,15.7008,15.3308,286.7497,
300377.SZ,Ӯʱʤ,20140307,46.59,47.81,48.89,44.1,44.5,4914959,226961580.7,-2.09,-4.4859,46.1777,35.4871,616325000,,2463075000,13850000,0,55350000,58.9469,14.9964,14.6431,273.8863,
300377.SZ,Ӯʱʤ,20140310,44.5,43,43.36,41.38,41.65,2481173,104747421.5,-2.85,-6.4045,42.2169,17.9146,576852500,,2305327500,13850000,0,55350000,55.1717,14.036,13.7052,256.3452,
300377.SZ,Ӯʱʤ,20140311,41.65,41.86,45.73,41.43,44.96,3537948,153602974.5,3.31,7.9472,43.4158,25.5448,622696000,,2488536000,13850000,0,55350000,59.5563,15.1515,14.7944,276.7175,
300377.SZ,Ӯʱʤ,20140312,44.96,45.01,49.46,43.05,49.46,5422252,251992912.9,4.5,10.0089,46.4738,39.1498,685021000,,2737611000,13850000,0,55350000,65.5172,16.6679,16.2752,304.4138,
300377.SZ,Ӯʱʤ,20140313,49.46,47.86,50.13,46.83,47.24,3911787,188327870.6,-2.22,-4.4885,48.1437,28.2439,654274000,,2614734000,13850000,0,55350000,62.5765,15.9198,15.5447,290.7503,
300377.SZ,Ӯʱʤ,20140314,47.24,46.45,49.99,45.68,47.74,4083776,196569872,0.5,1.0584,48.1343,29.4857,661199000,,2642409000,13850000,0,55350000,63.2388,16.0883,15.7092,293.8277,
300377.SZ,Ӯʱʤ,20140317,47.74,46.31,47.12,45.31,46.9,2722610,125795059.9,-0.84,-1.7595,46.2038,19.6578,649565000,,2595915000,13850000,0,55350000,62.1261,15.8052,15.4328,288.6577,
300377.SZ,Ӯʱʤ,20140318,46.9,46.6,50.4,46.01,48.23,3553250,172023273.6,1.33,2.8358,48.4129,25.6552,667985500,,2669530500,13850000,0,55350000,63.8879,16.2534,15.8704,296.8435,
300377.SZ,Ӯʱʤ,20140319,48.23,47.02,48.52,46,48.08,2590175,122421232.4,-0.15,-0.311,47.2637,18.7016,665908000,,2661228000,13850000,0,55350000,63.6892,16.2029,15.8211,295.9203,
300377.SZ,Ӯʱʤ,20140320,48.08,47.53,48.3,44.44,44.61,2755294,127456378.3,-3.47,-7.2171,46.2587,19.8938,617848500,,2469163500,13850000,0,55350000,59.0926,15.0335,14.6793,274.5633,
300377.SZ,Ӯʱʤ,20140321,44.61,43.48,45.98,43.01,44.63,1683969,74710494.4,0.02,0.0448,44.3657,12.1586,618125500,,2470270500,13850000,0,55350000,59.1191,15.0402,14.6858,274.6864,
300377.SZ,Ӯʱʤ,20140324,44.63,44.07,44.78,41.06,41.14,2049201,87237794.5,-3.49,-7.8199,42.5716,14.7957,569789000,,2277099000,13850000,0,55350000,54.4961,13.8641,13.5374,253.2063,
300377.SZ,Ӯʱʤ,20140325,41.14,40.71,42.4,40.71,42,943570,39311350.8,0.86,2.0904,41.6624,6.8128,581700000,,2324700000,13850000,0,55350000,55.6353,14.1539,13.8204,258.4994,
300377.SZ,Ӯʱʤ,20140326,42,41.8,42.42,40.83,41.1,997838,41611906.2,-0.9,-2.1429,41.7021,7.2046,569235000,,2274885000,13850000,0,55350000,54.4431,13.8506,13.5243,252.9601,
300377.SZ,Ӯʱʤ,20140327,41.1,40.81,41.38,38.5,38.56,1293669,51320414.3,-2.54,-6.18,39.6704,9.3406,534056000,,2134296000,13850000,0,55350000,51.0785,12.9947,12.6885,237.3271,
300377.SZ,Ӯʱʤ,20140328,38.56,38.1,40.3,37.5,38.9,1376789,53524333.7,0.34,0.8817,38.8762,9.9407,538765000,,2153115000,13850000,0,55350000,51.5289,13.1092,12.8003,239.4197,
300377.SZ,Ӯʱʤ,20140331,38.9,37.95,38.9,36.86,37.86,1236787,46661885.7,-1.04,-2.6735,37.7283,8.9299,524361000,,2095551000,13850000,0,55350000,50.1513,12.7588,12.4581,233.0188,
300377.SZ,Ӯʱʤ,20140401,37.86,37.52,39.3,37.52,38.99,894153,34608750.7,1.13,2.9847,38.7056,6.456,540011500,,2158096500,13850000,0,55350000,51.6481,13.1396,12.83,239.9736,
300377.SZ,Ӯʱʤ,20140402,38.99,39.19,39.58,37.02,38.67,1115923,42513188.2,-0.32,-0.8207,38.0969,8.0572,535579500,,2140384500,13850000,0,55350000,51.2242,13.0317,12.7247,238.0041,
300377.SZ,Ӯʱʤ,20140403,38.67,38.35,39.48,37.78,38.89,1056797,41023738,0.22,0.5689,38.8189,7.6303,538626500,,2152561500,13850000,0,55350000,51.5156,13.1059,12.7971,239.3582,
300377.SZ,Ӯʱʤ,20140404,38.89,39.37,42.2,38.89,40.91,1756690,71611823,2.02,5.1941,40.7652,12.6837,566603500,,2264368500,13850000,0,55350000,54.1914,13.7866,13.4617,251.7907,
300377.SZ,Ӯʱʤ,20140408,40.91,40.5,41.7,40.2,41.38,1558638,64168462.3,0.47,1.1489,41.1696,11.2537,573113000,,2290383000,13850000,0,55350000,54.814,13.945,13.6164,254.6835,
300377.SZ,Ӯʱʤ,20140409,41.38,40.5,41.3,39.7,40.9,1999758,80699237.6,-0.48,-1.16,40.3545,14.4387,566465000,,2263815000,13850000,0,55350000,54.1782,13.7832,13.4585,251.7292,
300377.SZ,Ӯʱʤ,20140410,40.9,40.61,41.53,39.72,39.86,1617835,66115412.1,-1.04,-2.5428,40.8666,11.6811,552061000,,2206251000,13850000,0,55350000,52.8006,13.4328,13.1162,245.3282,
300377.SZ,Ӯʱʤ,20140411,39.86,38.88,39.23,37.64,38.17,1708020,65435081.1,-1.69,-4.2398,38.3105,12.3323,528654500,,2112709500,13850000,0,55350000,50.5619,12.8632,12.5601,234.9267,
300377.SZ,Ӯʱʤ,20140414,38.17,37.99,38.32,37.01,37.53,920410,34626954,-0.64,-1.6767,37.6212,6.6456,519790500,,2077285500,13850000,0,55350000,49.7141,12.6476,12.3495,230.9877,
300377.SZ,Ӯʱʤ,20140415,37.53,37.53,38,37.43,37.6,659226,24831895.1,0.07,0.1865,37.6683,4.7598,520760000,,2081160000,13850000,0,55350000,49.8068,12.6711,12.3726,231.4185,
300377.SZ,Ӯʱʤ,20140416,37.6,37.33,37.54,36.33,36.5,811555,29933539.3,-1.1,-2.9255,36.8842,5.8596,505525000,,2020275000,13850000,0,55350000,48.3497,12.3004,12.0106,224.6483,
300377.SZ,Ӯʱʤ,20140417,36.5,36.55,37.45,36.31,36.86,727863,26872541.3,0.36,0.9863,36.9198,5.2553,510511000,,2040201000,13850000,0,55350000,48.8266,12.4218,12.1291,226.864,
300377.SZ,Ӯʱʤ,20140418,36.86,36.87,37.55,36.65,37.25,557301,20698384.4,0.39,1.0581,37.1404,4.0238,515912500,,2061787500,13850000,0,55350000,49.3432,12.5532,12.2574,229.2644,
300377.SZ,Ӯʱʤ,20140421,37.25,36.65,38.25,36.65,37.45,1005878,37968318.4,0.2,0.5369,37.7464,7.2627,518682500,,2072857500,13850000,0,55350000,49.6081,12.6206,12.3232,230.4953,
300377.SZ,Ӯʱʤ,20140422,37.45,37.38,38.44,36.5,36.84,801900,29974373.6,-0.61,-1.6288,37.3792,5.7899,510234000,,2039094000,13850000,0,55350000,48.8001,12.415,12.1225,226.7409,
300377.SZ,Ӯʱʤ,20140423,36.84,36.15,37.33,36.15,36.45,489332,17954630.7,-0.39,-1.0586,36.6921,3.5331,504832500,,2017507500,13850000,0,55350000,48.2835,12.2836,11.9942,224.3406,
300377.SZ,Ӯʱʤ,20140424,36.45,36.46,36.7,35.02,35.23,650812,23226994.2,-1.22,-3.3471,35.6893,4.699,487935500,,1949980500,13850000,0,55350000,46.6674,11.8725,11.5927,216.8318,
300377.SZ,Ӯʱʤ,20140425,35.23,34.21,34.9,32.2,32.36,1255104,42313593,-2.87,-8.1465,33.7132,9.0621,448186000,,1791126000,13850000,0,55350000,43.7079,4.6912,10.6483,199.1676,
300377.SZ,Ӯʱʤ,20140428,32.36,32.37,32.37,31.3,31.53,781996,24797052,-0.83,-2.5649,31.7099,5.6462,436690500,,1745185500,13850000,0,55350000,42.5868,4.5708,10.3752,194.0592,
300377.SZ,Ӯʱʤ,20140429,31.53,31.52,32.23,31.5,32.23,409859,13089671.3,0.7,2.2201,31.937,2.9593,446385500,,1783930500,13850000,0,55350000,43.5323,4.6723,10.6055,198.3675,
300377.SZ,Ӯʱʤ,20140430,32.23,32.31,32.46,31.87,32.18,391569,12589565.6,-0.05,-0.1551,32.1516,2.8272,445693000,,1781163000,13850000,0,55350000,43.4648,4.6651,10.5891,198.0598,
300377.SZ,Ӯʱʤ,20140505,32.18,32.2,32.89,32,32.89,512098,16670588.8,0.71,2.2063,32.5535,3.6975,455526500,,1820461500,13850000,0,55350000,44.4237,4.768,10.8227,202.4297,
300377.SZ,Ӯʱʤ,20140506,32.89,32.8,35.01,32.46,34.54,1097921,37618482.7,1.65,5.0167,34.2634,7.9272,478379000,,1911789000,13850000,0,55350000,46.6524,5.0072,11.3657,212.585,
300377.SZ,Ӯʱʤ,20140507,34.54,34.24,35.01,33.58,34.53,1127700,38776753.7,-0.01,-0.029,34.3857,8.1422,478240500,,1911235500,13850000,0,55350000,46.6389,5.0058,11.3624,212.5235,
300377.SZ,Ӯʱʤ,20140508,34.53,34.11,34.32,33.43,33.55,649408,21998977.4,-0.98,-2.8381,33.8754,4.6889,464667500,,1856992500,13850000,0,55350000,45.3152,4.8637,11.0399,206.4918,
300377.SZ,Ӯʱʤ,20140509,33.55,33.31,33.82,32.3,32.34,430603,14178643.8,-1.21,-3.6066,32.9274,3.109,447909000,,1790019000,13850000,0,55350000,43.6809,4.6883,10.6417,199.0446,
300377.SZ,Ӯʱʤ,20140512,32.34,33.02,33.44,32.58,33.36,390435,12911198.2,1.02,3.154,33.0688,2.819,462036000,,1846476000,13850000,0,55350000,45.0586,4.8361,10.9774,205.3224,
300377.SZ,Ӯʱʤ,20140513,33.36,33.36,34.35,33.08,33.63,383120,12934039.6,0.27,0.8094,33.7598,2.7662,465775500,,1861420500,13850000,0,55350000,45.4232,4.8753,11.0662,206.9842,
300377.SZ,Ӯʱʤ,20140514,33.63,33.55,34.28,33.35,34.1,489792,16603588.9,0.47,1.3976,33.8993,3.5364,472285000,,1887435000,13850000,0,55350000,46.0581,4.9434,11.2209,209.8769,
300377.SZ,Ӯʱʤ,20140515,34.1,33.82,34.98,33.82,33.95,782228,26966775.1,-0.15,-0.4399,34.4743,5.6479,470207500,,1879132500,13850000,0,55350000,45.8555,4.9217,11.1715,208.9537,
300377.SZ,Ӯʱʤ,20140516,33.95,34.01,34.07,32.4,32.99,586189,19421138,-0.96,-2.8277,33.1312,4.2324,456911500,,1825996500,13850000,0,55350000,44.5588,4.7825,10.8556,203.0451,
300377.SZ,Ӯʱʤ,20140519,32.99,32.7,33.1,32.32,32.9,262868,8613533.1,-0.09,-0.2728,32.7675,1.898,455665000,,1821015000,13850000,0,55350000,44.4372,4.7695,10.826,202.4912,
300377.SZ,Ӯʱʤ,20140520,32.9,34.12,36.19,34.12,36.19,3273430,117833587.1,3.29,10,35.997,23.6349,501231500,,2003116500,13850000,0,55350000,48.881,5.2464,11.9086,222.7403,
300377.SZ,Ӯʱʤ,20140521,36.19,35.79,37.18,35.06,37,2716111,97514673.6,0.81,2.2382,35.9023,19.6109,512450000,,2047950000,13850000,0,55350000,49.975,5.3638,12.1751,227.7257,
300377.SZ,Ӯʱʤ,20140522,37,36.72,36.72,35.5,35.73,1646148,59564801,-1.27,-3.4324,36.1844,11.8855,494860500,,1977655500,13850000,0,55350000,48.2597,5.1797,11.7572,219.9091,
300377.SZ,Ӯʱʤ,20140523,35.73,35.6,37.91,35.5,37.48,1995388,73482228.2,1.75,4.8978,36.826,14.4071,519098000,,2074518000,13850000,0,55350000,50.6233,5.4334,12.3331,230.6799,
300377.SZ,Ӯʱʤ,20140526,37.48,37.39,37.9,37.04,37.64,1352713,50814440.6,0.16,0.4269,37.5648,9.7669,521314000,,2083374000,13850000,0,55350000,50.8395,5.4566,12.3857,231.6647,
300377.SZ,Ӯʱʤ,20140527,37.64,37.2,37.97,37,37.51,828144,30932481.6,-0.13,-0.3454,37.3516,5.9794,519513500,,2076178500,13850000,0,55350000,50.6639,5.4378,12.343,230.8646,
300377.SZ,Ӯʱʤ,20140528,37.51,37.51,39.5,37.2,38.64,1412479,54527958.6,1.13,3.0125,38.6044,10.1984,535164000,,2138724000,13850000,0,55350000,52.1901,5.6016,12.7148,237.8195,
300377.SZ,Ӯʱʤ,20140529,38.64,38.1,38.9,37.99,38.18,1161231,44522595,-0.46,-1.1905,38.3409,8.3843,528793000,,2113263000,13850000,0,55350000,51.5688,5.5349,12.5634,234.9883,
300377.SZ,Ӯʱʤ,20140530,38.18,38.15,38.4,37.5,37.82,922577,34944116.1,-0.36,-0.9429,37.8766,6.6612,523807000,,2093337000,13850000,0,55350000,51.0826,5.4827,12.445,232.7726,
300377.SZ,Ӯʱʤ,20140603,37.82,37.7,37.79,37.22,37.73,624018,23389143.3,-0.09,-0.238,37.4815,4.5055,522560500,,2088355500,13850000,0,55350000,50.961,5.4697,12.4153,232.2186,
300377.SZ,Ӯʱʤ,20140604,37.73,37.75,41.5,37.48,38.24,4125724,163845886.8,0.51,1.3517,39.7132,29.7886,529624000,,2116584000,13850000,0,55350000,51.6499,5.5436,12.5832,235.3576,
300377.SZ,Ӯʱʤ,20140605,38.24,37,37.41,36.52,37.39,2729423,100723879.5,-0.85,-2.2228,36.903,19.707,517851500,,2069536500,13850000,0,55350000,50.5018,5.4204,12.3035,230.126,
300377.SZ,Ӯʱʤ,20140606,37.39,37.11,38.28,37.01,37.7,1743574,65442620,0.31,0.8291,37.5336,12.589,522145000,,2086695000,13850000,0,55350000,50.9205,5.4653,12.4055,232.034,
300377.SZ,Ӯʱʤ,20140609,37.7,37.51,37.69,36.37,36.39,950911,34986315.9,-1.31,-3.4748,36.7924,6.8658,504001500,,2014186500,13850000,0,55350000,49.1511,5.2754,11.9744,223.9713,
300377.SZ,Ӯʱʤ,20140610,36.39,36.35,37.48,35.9,37.35,1209716,44680956.9,0.96,2.6381,36.9351,8.7344,517297500,,2067322500,13850000,0,55350000,50.4478,5.4146,12.2903,229.8798,
300377.SZ,Ӯʱʤ,20140611,37.35,37.27,37.39,36.68,37.07,781620,28948047.1,-0.28,-0.7497,37.036,5.6435,513419500,,2051824500,13850000,0,55350000,50.0696,5.374,12.1982,228.1565,
300377.SZ,Ӯʱʤ,20140612,37.07,37.2,38.15,37.02,37.56,1224982,46079424.1,0.49,1.3218,37.6164,8.8446,520206000,,2078946000,13850000,0,55350000,50.7314,5.445,12.3594,231.1723,
300377.SZ,Ӯʱʤ,20140613,37.56,37.6,38.49,37.2,38.11,1302800,49391201.6,0.55,1.4643,37.9116,9.4065,527823500,,2109388500,13850000,0,55350000,51.4743,5.5247,12.5404,234.5574,
300377.SZ,Ӯʱʤ,20140616,38.11,38.11,39.46,37.84,39.08,1615481,62784895.2,0.97,2.5453,38.8645,11.6641,541258000,,2163078000,13850000,0,55350000,52.7844,5.6654,12.8596,240.5275,
300377.SZ,Ӯʱʤ,20140617,39.08,39,39.19,38.25,38.47,952603,36757495.6,-0.61,-1.5609,38.5864,6.878,532809500,,2129314500,13850000,0,55350000,51.9605,5.5769,12.6588,236.7731,
300377.SZ,Ӯʱʤ,20140618,38.47,38.4499,39.0631,37.2235,37.2738,921781,34992171.5,-1.1962,-3.1095,37.9615,6.6555,513558000,,2052378000,13850000,0,55350000,50.0831,5.3754,12.2015,228.218,
300377.SZ,Ӯʱʤ,20140619,37.2738,37.2939,37.5251,33.8962,34.5798,1528396,54375545.8,-2.694,-7.2276,35.5769,11.0354,476440000,,1904040000,13850000,0,55350000,46.4633,4.9869,11.3196,211.7233,
300377.SZ,Ӯʱʤ,20140620,34.5798,34.3888,36.4797,34.3787,36.0474,913778,32350311.3,1.4676,4.2442,35.4028,6.5977,496661000,,1984851000,13850000,0,55350000,48.4352,5.1986,11.8,220.7093,
300377.SZ,Ӯʱʤ,20140623,36.0474,36.0876,38.7917,35.8665,37.9975,1835365,69259095.4,1.9501,5.4099,37.7359,13.2517,523530000,,2092230000,13850000,0,55350000,51.0556,5.4798,12.4384,232.6495,
300377.SZ,Ӯʱʤ,20140624,37.9975,37.9674,38.7012,37.7965,38.4097,1292021,49308300.8,0.4121,1.0847,38.1637,9.3287,529208500,,2114923500,13850000,0,55350000,51.6093,5.5392,12.5733,235.1729,
300377.SZ,Ӯʱʤ,20140625,38.4097,38.2388,40.2593,38.1785,39.3445,1926279,75220717.2,0.9349,2.4339,39.0498,13.9082,542089000,,2166399000,13850000,0,55350000,52.8655,5.6741,12.8793,240.8968,
300377.SZ,Ӯʱʤ,20140626,39.3445,39.6562,43.2147,39.6461,42.4205,3461501,144873148.7,3.076,7.8181,41.8527,24.9928,584470000,,2335770000,13850000,0,55350000,56.9985,6.1177,13.8862,259.7304,
300377.SZ,Ӯʱʤ,20140627,42.4205,42.6417,43.5363,41.9581,41.9983,2685906,113796230.9,-0.4222,-0.9953,42.3679,19.3928,578653000,,2312523000,13850000,0,55350000,56.4313,6.0568,13.748,257.1454,
300377.SZ,Ӯʱʤ,20140630,41.9983,41.8878,45.5166,41.5158,42.6417,2846435,123070560.6,0.6433,1.5318,43.2367,20.5519,587517000,,2347947000,13850000,0,55350000,57.2957,6.1496,13.9586,261.0844,
300377.SZ,Ӯʱʤ,20140701,42.6417,42.7221,43.9786,42.0285,43.7273,2063828,88432519.4,1.0856,2.546,42.8488,14.9013,602475000,,2407725000,13850000,0,55350000,58.7544,6.3061,14.314,267.7315,
300377.SZ,Ӯʱʤ,20140702,43.7273,43.2247,44.0188,41.1137,42.9734,2616731,110816815,-0.7539,-1.7241,42.3493,18.8934,592087500,,2366212500,13850000,0,55350000,57.7414,6.1974,14.0672,263.1155,
300377.SZ,Ӯʱʤ,20140703,42.9734,42.3803,43.0538,41.6063,41.737,1390451,58378365.4,-1.2364,-2.8772,41.9852,10.0394,575052000,,2298132000,13850000,0,55350000,56.0801,6.0191,13.6625,255.5451,
300377.SZ,Ӯʱʤ,20140704,41.737,45.9087,45.9087,45.9087,45.9087,724759,33099743.5,4.1717,9.9952,45.67,5.2329,632529500,,2527834500,13850000,0,55350000,61.6854,6.6207,15.0281,281.0873,
300377.SZ,Ӯʱʤ,20140707,45.9087,48.2508,49.628,46.6726,47.9292,4688517,224675022.4,2.0205,4.4011,47.9203,33.8521,660368000,,2639088000,13850000,0,55350000,64.4002,6.9121,15.6895,293.4584,
300377.SZ,Ӯʱʤ,20140708,47.9292,47.9392,49.4772,46.743,48.1403,3115854,148900280.8,0.2111,0.4404,47.788,22.4971,663276500,,2650711500,13850000,0,55350000,64.6839,6.9425,15.7586,294.7509,
300377.SZ,Ӯʱʤ,20140709,48.1403,48.1403,48.6529,45.7679,45.778,2560173,120120433.4,-2.3623,-4.9071,46.9189,18.485,630729000,,2520639000,13850000,0,55350000,61.5098,6.6019,14.9853,280.2872,
300377.SZ,Ӯʱʤ,20140710,45.778,45.8182,47.5472,45.6373,46.2203,1953844,90578355.2,0.4423,0.9662,46.3591,14.1072,636823000,,2544993000,13850000,0,55350000,62.1041,6.6656,15.1301,282.9953,
300377.SZ,Ӯʱʤ,20140711,46.2203,45.6373,46.8536,45.4362,45.9288,1136338,52073323.6,-0.2915,-0.6307,45.8256,8.2046,632806500,,2528941500,13850000,0,55350000,61.7124,6.6236,15.0346,281.2104,
300377.SZ,Ӯʱʤ,20140714,45.9288,46.0192,46.4917,45.587,46.4716,815809,37484127.7,0.5428,1.1819,45.9472,5.8903,640285500,,2558830500,13850000,0,55350000,62.4418,6.7019,15.2123,284.534,
300377.SZ,Ӯʱʤ,20140715,46.4716,46.4213,46.4213,43.7273,44.1093,1426227,63266738.8,-2.3623,-5.0833,44.3595,10.2977,607738000,,2428758000,13850000,0,55350000,59.2677,6.3612,14.439,270.0703,
300377.SZ,Ӯʱʤ,20140716,44.1093,44.0088,44.4712,42.7322,43.3755,878206,37958970.5,-0.7338,-1.6636,43.2233,6.3408,597627500,,2388352500,13850000,0,55350000,58.2817,6.2554,14.1988,265.5774,
300377.SZ,Ӯʱʤ,20140717,43.3755,43.2951,44.1093,42.9232,43.7173,648093,28058021.2,0.3418,0.7879,43.2932,4.6794,602336500,,2407171500,13850000,0,55350000,58.7409,6.3047,14.3107,267.67,
300377.SZ,Ӯʱʤ,20140718,43.7173,43.6268,43.7575,42.8327,42.8829,505906,21825990.2,-0.8343,-1.9085,43.1424,3.6528,590841000,,2361231000,13850000,0,55350000,57.6199,6.1843,14.0376,262.5616,
300377.SZ,Ӯʱʤ,20140721,42.8829,42.6417,43.476,42.0184,43.1242,631525,26871935,0.2413,0.5626,42.5509,4.5597,594165000,,2374515000,13850000,0,55350000,57.944,6.2191,14.1166,264.0387,
300377.SZ,Ӯʱʤ,20140722,43.1242,42.9332,44.1093,42.9332,43.7575,524954,22858620.1,0.6333,1.4685,43.544,3.7903,602890500,,2409385500,13850000,0,55350000,58.7949,6.3105,14.3239,267.9162,
300377.SZ,Ӯʱʤ,20140723,43.7575,44.0289,44.0289,41.4153,42.119,792191,33678218.1,-1.6385,-3.7445,42.5128,5.7198,580315000,,2319165000,13850000,0,55350000,56.5933,6.0742,13.7875,257.8839,
300377.SZ,Ӯʱʤ,20140724,42.119,41.9481,43.3755,41.7169,42.5512,710192,30055632.7,0.4322,1.0263,42.3204,5.1277,586270500,,2342965500,13850000,0,55350000,57.1741,6.1365,13.929,260.5305,
300377.SZ,Ӯʱʤ,20140725,42.5512,42.32,43.3051,42.0285,42.7724,543000,23059287.4,0.2211,0.5197,42.4665,3.9206,589317500,,2355142500,13850000,0,55350000,57.4713,6.1684,14.0014,261.8845,
