¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300602.SZ,∑…»Ÿ¥Ô,20170126,,17.78,21.34,17.78,21.34,9200,191522,6.52,43.9946,20.8176,0.0368,533500000,,2134000000,25000000,0,100000000,19.4109,4.1487,2.5315,45.9596,
300602.SZ,∑…»Ÿ¥Ô,20170203,21.34,23.47,23.47,23.47,23.47,3019,70855,2.13,9.9813,23.4697,0.0121,586750000,,2347000000,25000000,0,100000000,21.3484,4.5628,2.7842,50.547,
300602.SZ,∑…»Ÿ¥Ô,20170206,23.47,25.82,25.82,25.82,25.82,4400,113608,2.35,10.0128,25.82,0.0176,645500000,,2582000000,25000000,0,100000000,23.486,5.0197,3.063,55.6081,
300602.SZ,∑…»Ÿ¥Ô,20170207,25.82,28.4,28.4,28.4,28.4,4461,126692,2.58,9.9923,28.3999,0.0178,710000000,,2840000000,25000000,0,100000000,25.8327,5.5213,3.369,61.1646,
300602.SZ,∑…»Ÿ¥Ô,20170208,28.4,31.24,31.24,31.24,31.24,6415,200404,2.84,10,31.2399,0.0257,781000000,,3124000000,25000000,0,100000000,28.416,6.0734,3.7059,67.2811,
300602.SZ,∑…»Ÿ¥Ô,20170209,31.24,34.36,34.36,34.36,34.36,7254,249247,3.12,9.9872,34.3599,0.029,859000000,,3436000000,25000000,0,100000000,31.254,6.68,4.076,74.0006,
300602.SZ,∑…»Ÿ¥Ô,20170210,34.36,37.8,37.8,37.8,37.8,15200,574560,3.44,10.0116,37.8,0.0608,945000000,,3780000000,25000000,0,100000000,34.383,7.3487,4.4841,81.4093,
300602.SZ,∑…»Ÿ¥Ô,20170213,37.8,41.58,41.58,41.58,41.58,26222,1090310,3.78,10,41.58,0.1049,1039500000,,4158000000,25000000,0,100000000,37.8213,8.0836,4.9325,89.5502,
300602.SZ,∑…»Ÿ¥Ô,20170214,41.58,45.74,45.74,45.74,45.74,29700,1358478,4.16,10.0048,45.74,0.1188,1143500000,,4574000000,25000000,0,100000000,41.6052,8.8923,5.426,98.5095,
300602.SZ,∑…»Ÿ¥Ô,20170215,45.74,50.31,50.31,50.31,50.31,39061,1965158,4.57,9.9913,50.31,0.1562,1257750000,,5031000000,25000000,0,100000000,45.7621,9.7808,5.9681,108.3519,
