����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
300782.SZ,׿ʤ΢,20190725,244.3,242,246,225.55,231,4504140,1060885546,-13.3,-5.4441,235.5357,18.0166,5775000000,,23100000000,25000000,0,100000000,128.3635,44.7622,41.236,234.8778,
300782.SZ,׿ʤ΢,20190726,231,229,233.3,224.6,233,2624917,600163813,2,0.8658,228.6411,10.4997,5825000000,,23300000000,25000000,0,100000000,129.4749,45.1498,41.593,236.9114,
300782.SZ,׿ʤ΢,20190729,233,231.5,240.2,226.31,231.96,2863722,667760446,-1.04,-0.4464,233.1792,11.4549,5799000000,,23196000000,25000000,0,100000000,128.897,44.9483,41.4074,235.8539,
300782.SZ,׿ʤ΢,20190730,231.96,230,235,225.01,230.95,2131011,489587569,-1.01,-0.4354,229.7443,8.524,5773750000,,23095000000,25000000,0,100000000,128.3357,44.7525,41.2271,234.827,
300782.SZ,׿ʤ΢,20190731,230.95,230.5,244.8,228,242.5,3895526,926301991,11.55,5.0011,237.7861,15.5821,6062500000,,24250000000,25000000,0,100000000,134.7539,46.9906,43.2889,246.5709,
300782.SZ,׿ʤ΢,20190801,242.5,239.71,245.94,236,242,2315166,555305769,-0.5,-0.2062,239.8557,9.2607,6050000000,,24200000000,25000000,0,100000000,134.4761,46.8938,43.1996,246.0625,
300782.SZ,׿ʤ΢,20190802,242,231,243.7,230,231.2,2798845,661978123,-10.8,-4.4628,236.5183,11.1954,5780000000,,23120000000,25000000,0,100000000,128.4747,44.801,41.2717,235.0812,
300782.SZ,׿ʤ΢,20190805,231.2,227.95,236.66,226.62,230.5,2045640,474583680,-0.7,-0.3028,231.9977,8.1826,5762500000,,23050000000,25000000,0,100000000,128.0857,44.6653,41.1468,234.3694,
300782.SZ,׿ʤ΢,20190806,230.5,225.01,234.86,220.62,231.12,2036473,465289559,0.62,0.269,228.4781,8.1459,5778000000,,23112000000,25000000,0,100000000,128.4302,44.7855,41.2574,234.9998,
300782.SZ,׿ʤ΢,20190807,231.12,231.29,245,226.1,236.03,2495278,590331236,4.91,2.1244,236.5793,9.9811,5900750000,,23603000000,25000000,0,100000000,131.1586,45.7369,42.1339,239.9923,
300782.SZ,׿ʤ΢,20190808,236.03,240,259.63,236.17,257.01,3697922,933356021,20.98,8.8887,252.4001,14.7917,6425250000,,25701000000,25000000,0,100000000,142.8169,49.8023,45.8791,261.3245,
300782.SZ,׿ʤ΢,20190809,257.01,251,260.83,244.6,253.01,3111226,785200240,-4,-1.5564,252.3765,12.4449,6325250000,,25301000000,25000000,0,100000000,140.5942,49.0272,45.165,257.2573,
300782.SZ,׿ʤ΢,20190812,253.01,251.99,278.31,250.1,278.31,2831011,765874139,25.3,9.9996,270.5303,11.324,6957750000,,27831000000,25000000,0,100000000,154.653,53.9298,49.6814,282.982,
300782.SZ,׿ʤ΢,20190813,278.31,274,287.51,268,284,2461933,687922434,5.69,2.0445,279.4237,9.8477,7100000000,,28400000000,25000000,0,100000000,157.8149,55.0323,50.6971,288.7675,
300782.SZ,׿ʤ΢,20190814,284,284,296.23,264.11,267.91,3595227,999241996,-16.09,-5.6655,277.9357,14.3809,6697750000,,26791000000,25000000,0,100000000,148.8739,51.9145,47.8248,272.4074,
300782.SZ,׿ʤ΢,20190815,267.91,258.08,273.5,256.98,270.8,2079946,553792807,2.89,1.0787,266.2535,8.3198,6770000000,,27080000000,25000000,0,100000000,150.4798,52.4745,48.3407,275.3459,
300782.SZ,׿ʤ΢,20190816,270.8,270,294.03,268.32,282,2612934,735586531,11.2,4.1359,281.5175,10.4517,7050000000,,28200000000,25000000,0,100000000,156.7035,54.6448,50.3401,286.734,
300782.SZ,׿ʤ΢,20190819,282,283.62,300.88,283.62,291.35,2336659,687231812,9.35,3.3156,294.1087,9.3466,7283750000,,29135000000,25000000,0,100000000,161.8992,56.4566,52.0091,296.2409,
300782.SZ,׿ʤ΢,20190820,291.35,291,296.9,285.88,296.9,1602068,465761124,5.55,1.9049,290.7249,6.4083,7422500000,,29690000000,25000000,0,100000000,164.9832,57.5321,52.9999,301.8841,
300782.SZ,׿ʤ΢,20190821,296.9,295,317.55,291,313.2,2309767,698344337,16.3,5.4901,302.3441,9.2391,7830000000,,31320000000,25000000,0,100000000,174.0409,60.6906,55.9096,318.4577,
300782.SZ,׿ʤ΢,20190822,313.2,312.01,318.2,289,295.55,2668604,806395070,-17.65,-5.6354,302.1786,10.6744,7388750000,,29555000000,25000000,0,100000000,164.2331,57.2705,52.7589,300.5114,
300782.SZ,׿ʤ΢,20190823,295.55,293.01,298.69,287.22,294.77,1785091,522602021,-0.78,-0.2639,292.7593,7.1404,7369250000,,29477000000,25000000,0,100000000,163.7996,57.1193,52.6196,299.7184,
300782.SZ,׿ʤ΢,20190826,294.77,289.01,295.8,283.7,291.53,1535209,444249943,-3.24,-1.0992,289.3742,6.1408,7288250000,,29153000000,25000000,0,100000000,161.9992,56.4915,52.0413,296.424,
300782.SZ,׿ʤ΢,20190827,291.53,295,302.47,288,295.4,1643483,486626561,3.87,1.3275,296.0947,6.5739,7385000000,,29540000000,25000000,0,100000000,164.1497,57.2414,52.7321,300.3589,
300782.SZ,׿ʤ΢,20190828,295.4,294,308.8,292,304.67,1990960,602789503,9.27,3.1381,302.7632,7.9638,7616750000,,30467000000,25000000,0,100000000,169.3009,59.0377,54.3869,309.7845,
300782.SZ,׿ʤ΢,20190829,304.67,308,323.4,304.7,320,1945482,615004886,15.33,5.0317,316.1195,7.7819,8000000000,,32000000000,25000000,0,100000000,177.8196,62.0083,57.1235,325.3719,
300782.SZ,׿ʤ΢,20190830,320,309.96,319.5,303.03,304,3117976,963538751,-16,-5,309.027,12.4719,7600000000,,30400000000,25000000,0,100000000,123.8087,20.8634,54.2673,309.1033,
300782.SZ,׿ʤ΢,20190902,304,303.02,333,302.04,331,2434936,778178676,27,8.8816,319.589,9.7397,8275000000,,33100000000,25000000,0,100000000,134.8049,22.7164,59.0871,336.5565,
300782.SZ,׿ʤ΢,20190903,331,328.2,338.8,323.91,335,1904207,628938924,4,1.2085,330.2892,7.6168,8375000000,,33500000000,25000000,0,100000000,136.4339,22.991,59.8011,340.6237,
300782.SZ,׿ʤ΢,20190904,335,334,348.88,323.35,330,2043489,681982439,-5,-1.4925,333.7343,8.174,8250000000,,33000000000,25000000,0,100000000,134.3976,22.6478,58.9086,335.5398,
300782.SZ,׿ʤ΢,20190905,330,330,338.5,324,327.4,1664284,547890053,-2.6,-0.7879,329.2047,6.6571,8185000000,,32740000000,25000000,0,100000000,133.3387,22.4694,58.4445,332.8961,
300782.SZ,׿ʤ΢,20190906,327.4,325.7,327.57,305.2,318.89,2332571,737960689,-8.51,-2.5993,316.3722,9.3303,7972250000,,31889000000,25000000,0,100000000,129.8729,21.8853,56.9253,324.2433,
300782.SZ,׿ʤ΢,20190909,318.89,319.9,346.08,315,345.4,2612650,863996355,26.51,8.3132,330.6973,10.4506,8635000000,,34540000000,25000000,0,100000000,140.6695,23.7047,61.6576,351.1983,
300782.SZ,׿ʤ΢,20190910,345.4,341.17,348.1,332,341.9,1857118,630470830,-3.5,-1.0133,339.4888,7.4285,8547500000,,34190000000,25000000,0,100000000,139.2441,23.4645,61.0329,347.6395,
300782.SZ,׿ʤ΢,20190911,341.9,343.97,348.58,331,337.5,1605134,544878638,-4.4,-1.2869,339.4599,6.4205,8437500000,,33750000000,25000000,0,100000000,137.4521,23.1625,60.2474,343.1656,
300782.SZ,׿ʤ΢,20190912,337.5,338.8,346.46,330.12,338.33,1228678,416025307,0.83,0.2459,338.5959,4.9147,8458250000,,33833000000,25000000,0,100000000,137.7901,23.2195,60.3956,344.0096,
300782.SZ,׿ʤ΢,20190916,338.33,337,345.97,332.03,341,1278186,434245918,2.67,0.7892,339.7361,5.1127,8525000000,,34100000000,25000000,0,100000000,138.8775,23.4027,60.8722,346.7244,
300782.SZ,׿ʤ΢,20190917,341,341.99,345.88,328.11,334.45,1504355,506385151,-6.55,-1.9208,336.6128,6.0174,8361250000,,33445000000,25000000,0,100000000,136.2099,22.9532,59.703,340.0645,
300782.SZ,׿ʤ΢,20190918,334.45,335,341,322,336.8,1781317,591258641,2.35,0.7026,331.9222,7.1253,8420000000,,33680000000,25000000,0,100000000,137.167,23.1145,60.1225,342.4539,
300782.SZ,׿ʤ΢,20190919,336.8,331.17,351.88,330,344.8,1917329,657221150,8,2.3753,342.7795,7.6693,8620000000,,34480000000,25000000,0,100000000,140.4251,23.6635,61.5505,350.5882,
300782.SZ,׿ʤ΢,20190920,344.8,343.11,359.83,341.99,354.57,1825719,640818457,9.77,2.8335,350.9951,7.3029,8864250000,,35457000000,25000000,0,100000000,144.4041,24.334,63.2946,360.5222,
300782.SZ,׿ʤ΢,20190923,354.57,353.94,387.83,350.1,385.99,2124652,785100877,31.42,8.8614,369.5198,8.4986,9649750000,,38599000000,25000000,0,100000000,157.2004,26.4904,68.9034,392.4697,
300782.SZ,׿ʤ΢,20190924,385.99,382.05,399.97,380.01,385.06,1798805,699215525,-0.93,-0.2409,388.7111,7.1952,9626500000,,38506000000,25000000,0,100000000,156.8216,26.4266,68.7374,391.524,
300782.SZ,׿ʤ΢,20190925,385.06,381.55,388,369.01,379.7,1398726,528839711,-5.36,-1.392,378.0867,5.5949,9492500000,,37970000000,25000000,0,100000000,154.6387,26.0587,67.7806,386.0741,
300782.SZ,׿ʤ΢,20190926,379.7,378.9983,389.4759,345.4098,348.6283,2792537,1014727631,-31.0717,-8.1832,363.3712,11.1701,8692750000,,34771000000,25000000,0,100000000,141.6103,23.8632,62.07,353.5471,
300782.SZ,׿ʤ΢,20190927,348.6283,349.9217,383.4901,348.9191,383.4901,2860225,1051761420,34.8618,9.9997,367.7198,11.4409,9562000000,,38248000000,25000000,0,100000000,155.7709,26.2495,68.2768,388.9007,
300782.SZ,׿ʤ΢,20190930,383.4901,384.0115,390.3281,363.4574,375.9402,1691295,633952054,-7.5499,-1.9687,374.8323,6.7652,9373750000,,37495000000,25000000,0,100000000,152.7042,25.7327,66.9326,381.2443,
300782.SZ,׿ʤ΢,20191008,375.9402,369.4732,382.0062,338.3512,338.3512,3070333,1079373432,-37.589,-9.9987,351.5493,12.2813,8436500000,,33746000000,25000000,0,100000000,137.4358,23.1598,60.2403,343.125,
300782.SZ,׿ʤ΢,20191009,338.3512,324.9058,343.9059,314.328,336.366,2557293,836967082,-1.9852,-0.5867,327.2863,10.2292,8387000000,,33548000000,25000000,0,100000000,136.6294,23.0239,59.8868,341.1118,
300782.SZ,׿ʤ΢,20191010,336.366,330.9517,358.0331,326.881,355.2357,2295966,788673009,18.8697,5.6099,343.5038,9.1839,8857500000,,35430000000,25000000,0,100000000,144.2942,24.3155,63.2464,360.2477,
300782.SZ,׿ʤ΢,20191011,355.2357,356.4389,369.4632,350.9243,365.2922,1945753,703748500,10.0565,2.8309,361.6844,7.783,9108250000,,36433000000,25000000,0,100000000,148.379,25.0039,65.0369,370.446,
300782.SZ,׿ʤ΢,20191014,365.2922,381.0036,394.8701,378.0157,383.5102,2470548,949830419,18.218,4.9872,384.4614,9.8822,9562500000,,38250000000,25000000,0,100000000,155.779,26.2509,68.2804,388.9211,
300782.SZ,׿ʤ΢,20191015,383.5102,382.7682,396.2437,369.5334,384.5128,2227320,848868632,1.0026,0.2614,381.1166,8.9093,9587500000,,38350000000,25000000,0,100000000,156.1863,26.3195,68.4589,389.9379,
300782.SZ,׿ʤ΢,20191016,384.5128,383.811,385.5255,371.0875,374.8373,1433799,538761821,-9.6755,-2.5163,375.7583,5.7352,9346250000,,37385000000,25000000,0,100000000,152.2562,25.6572,66.7363,380.1259,
300782.SZ,׿ʤ΢,20191017,374.8373,375.9904,380.5023,370.9872,376.7123,929968,349260590,1.8749,0.5002,375.5619,3.7199,9393000000,,37572000000,25000000,0,100000000,153.0178,25.7856,67.0701,382.0273,
300782.SZ,׿ʤ΢,20191018,376.7123,376.8326,382.0062,372.1803,374.8875,1329265,500406790,-1.8248,-0.4844,376.4537,5.3171,9347500000,,37390000000,25000000,0,100000000,152.2766,25.6607,66.7452,380.1767,
300782.SZ,׿ʤ΢,20191021,374.8875,368.9719,370.4658,344.9085,361.031,1688853,604943695,-13.8565,-3.6962,358.198,6.7554,9002000000,,36008000000,25000000,0,100000000,146.6481,24.7122,64.2782,366.1247,
300782.SZ,׿ʤ΢,20191022,361.031,363.0262,380.0009,363.0162,377.4943,1664428,619868845,16.4634,4.5601,372.4215,6.6577,9412500000,,37650000000,25000000,0,100000000,153.3354,25.8391,67.2093,382.8203,
300782.SZ,׿ʤ΢,20191023,377.4943,378.9983,378.9983,358.9455,365.7434,1349391,497479356,-11.751,-3.1129,368.6695,5.3976,9119500000,,36478000000,25000000,0,100000000,148.5623,25.0348,65.1172,370.9036,
300782.SZ,׿ʤ΢,20191024,365.7434,358.9455,366.746,348.5681,353.6916,1303499,462046767,-12.0517,-3.2951,354.4665,5.214,8819000000,,35276000000,25000000,0,100000000,143.667,24.2098,62.9715,358.6818,
300782.SZ,׿ʤ΢,20191025,353.6916,354.9349,365.964,349.2199,360.9909,1225393,437417489,7.2992,2.0637,356.961,4.9016,9001000000,,36004000000,25000000,0,100000000,146.6319,24.7094,64.271,366.084,
300782.SZ,׿ʤ΢,20191028,360.9909,354.9349,377.0431,353.9323,373.6843,1515783,559503608,12.6934,3.5163,369.1185,6.0631,9317500000,,37270000000,25000000,0,100000000,151.7878,25.5783,66.531,378.9566,
300782.SZ,׿ʤ΢,20191029,373.6843,370.6363,374.8875,356.9402,367.4679,1704369,620423299,-6.2164,-1.6635,364.0194,6.8175,9162500000,,36650000000,25000000,0,100000000,105.4036,23.9669,65.4242,372.6525,
300782.SZ,׿ʤ΢,20191030,367.4679,362.956,390.5587,357.9428,378.4569,2149592,813201642,10.9889,2.9905,378.3051,8.5984,9436500000,,37746000000,25000000,0,100000000,108.5556,24.6836,67.3807,383.7965,
300782.SZ,׿ʤ΢,20191031,378.4569,376.6521,383.0089,372.9925,376.7123,1155110,435417285,-1.7446,-0.461,376.9488,4.6204,9393000000,,37572000000,25000000,0,100000000,108.0552,24.5698,67.0701,382.0273,
300782.SZ,׿ʤ΢,20191101,376.7123,360.9508,372.9825,358.9455,365.9138,1734663,628963905,-10.7984,-2.8665,362.5856,6.9387,9123750000,,36495000000,25000000,0,100000000,104.9578,23.8655,65.1475,371.0764,
300782.SZ,׿ʤ΢,20191104,365.9138,363.4774,379.1988,359.9481,375.1883,1860723,684790376,9.2744,2.5346,368.0238,7.4429,9355000000,,37420000000,25000000,0,100000000,107.6181,24.4704,66.7988,380.4818,
300782.SZ,׿ʤ΢,20191105,375.1883,370.9772,412.7071,369.9745,412.7071,2707661,1062120131,37.5188,10,392.2648,10.8306,10290500000,,41162000000,25000000,0,100000000,118.3799,26.9174,73.4786,418.5299,
300782.SZ,׿ʤ΢,20191106,412.7071,412.5968,417.8707,394.439,399.0511,2162848,877220553,-13.656,-3.3089,405.5859,8.6514,9950000000,,39800000000,25000000,0,100000000,114.4628,26.0268,71.0473,404.6813,
300782.SZ,׿ʤ΢,20191107,399.0511,398.0184,419.7055,392.8247,409.6089,1786110,722005821,10.5578,2.6457,404.2337,7.1444,10213250000,,40853000000,25000000,0,100000000,117.4912,26.7154,72.927,415.388,
300782.SZ,׿ʤ΢,20191108,409.6089,412.0855,419.9562,406.7715,407.0722,1395754,575317218,-2.5367,-0.6193,412.191,5.583,10150000000,,40600000000,25000000,0,100000000,116.7636,26.5499,72.4754,412.8156,
300782.SZ,׿ʤ΢,20191111,407.0722,403.0717,422.1119,399.1313,416.3868,1450470,600140670,9.3145,2.2882,413.756,5.8019,10382250000,,41529000000,25000000,0,100000000,119.4353,27.1574,74.1338,422.2615,
300782.SZ,׿ʤ΢,20191112,416.3868,415.1535,420.1066,404.5556,420.1066,1191552,490626251,3.7198,0.8934,411.754,4.7662,10475000000,,41900000000,25000000,0,100000000,120.5023,27.4001,74.7961,426.0338,
300782.SZ,׿ʤ΢,20191113,420.1066,417.1187,456.2017,417.0786,441.6634,2068993,906973163,21.5568,5.1313,438.3645,8.276,11012500000,,44050000000,25000000,0,100000000,126.6856,28.806,78.634,447.8947,
300782.SZ,׿ʤ΢,20191114,441.6634,444.6713,457.9061,438.3747,447.6792,1418181,632044278,6.0158,1.3621,445.6725,5.6727,11162500000,,44650000000,25000000,0,100000000,128.4112,29.1984,79.7051,453.9955,
300782.SZ,׿ʤ΢,20191115,447.6792,444.9721,458.0866,441.7135,447.2481,1330792,597684999,-0.4311,-0.0963,449.1198,5.3232,11151750000,,44607000000,25000000,0,100000000,128.2875,29.1703,79.6283,453.5582,
300782.SZ,׿ʤ΢,20191118,447.2481,440.1594,451.1483,420.3873,441.6634,2144408,923401773,-5.5847,-1.2487,430.6092,8.5776,11012500000,,44050000000,25000000,0,100000000,126.6856,28.806,78.634,447.8947,
300782.SZ,׿ʤ΢,20191119,441.6634,437.1013,446.1752,433.3214,443.9694,1410387,620618766,2.3061,0.5221,440.0344,5.6415,11070000000,,44280000000,25000000,0,100000000,127.3471,28.9564,79.0446,450.2333,
300782.SZ,׿ʤ΢,20191120,443.9694,443.9694,446.6264,434.3641,438.1541,1103597,484927247,-5.8153,-1.3098,439.4061,4.4144,10925000000,,43700000000,25000000,0,100000000,125.679,28.5771,78.0092,444.336,
300782.SZ,׿ʤ΢,20191121,438.1541,434.1436,439.1568,426.1224,429.3509,1139476,490353764,-8.8032,-2.0092,430.3327,4.5579,10705500000,,42822000000,25000000,0,100000000,123.154,28.003,76.4419,435.4086,
300782.SZ,׿ʤ΢,20191122,429.3509,432.9805,440.6607,403.5831,408.9873,2078796,871359001,-20.3636,-4.7429,419.1652,8.3152,10197750000,,40791000000,25000000,0,100000000,117.3129,26.6748,72.8164,414.7576,
300782.SZ,׿ʤ΢,20191125,408.9873,410.1002,419.5952,399.1514,409.5788,1631518,666327313,0.5916,0.1446,408.4094,6.5261,10212500000,,40850000000,25000000,0,100000000,117.4826,26.7134,72.9217,415.3575,
300782.SZ,׿ʤ΢,20191126,409.5788,412.7271,418.753,407.0722,413.4691,1056881,435799071,3.8902,0.9498,412.3445,4.2275,10309500000,,41238000000,25000000,0,100000000,118.5984,26.9671,73.6143,419.3027,
300782.SZ,׿ʤ΢,20191127,413.4691,409.0775,431.8174,406.0696,428.1277,1498447,633097130,14.6586,3.5453,422.5022,5.9938,10675000000,,42700000000,25000000,0,100000000,122.8031,27.9232,76.2241,434.1681,
300782.SZ,׿ʤ΢,20191128,428.1277,423.1145,429.1303,419.4549,421.5504,834903,352675608,-6.5773,-1.5363,422.4151,3.3396,10511000000,,42044000000,25000000,0,100000000,120.9165,27.4942,75.0531,427.498,
300782.SZ,׿ʤ΢,20191129,421.5504,421.1092,424.0971,405.7488,413.1783,1106426,455518333,-8.3721,-1.986,411.7025,4.4257,10302250000,,41209000000,25000000,0,100000000,118.515,26.9482,73.5625,419.0078,
300782.SZ,׿ʤ΢,20191202,413.1783,411.5841,421.3097,407.0823,414.7023,917660,380252537,1.524,0.3689,414.3719,3.6706,10340250000,,41361000000,25000000,0,100000000,118.9522,27.0476,73.8339,420.5533,
300782.SZ,׿ʤ΢,20191203,414.7023,411.0327,436.1589,406.2701,433.3314,1559457,656821567,18.6291,4.4922,421.1861,6.2378,10804750000,,43219000000,25000000,0,100000000,124.2957,28.2626,77.1506,439.4452,
300782.SZ,׿ʤ΢,20191204,433.3314,430.133,441.0417,425.6011,430.2834,1260612,541580542,-3.048,-0.7034,429.6172,5.0424,10728750000,,42915000000,25000000,0,100000000,123.4214,28.0638,76.6079,436.3542,
300782.SZ,׿ʤ΢,20191205,430.2834,428.9398,443.418,428.9298,433.1409,1433216,624430047,2.8575,0.6641,435.6845,5.7329,10800000000,,43200000000,25000000,0,100000000,124.2411,28.2502,77.1167,439.252,
300782.SZ,׿ʤ΢,20191206,433.1409,432.4491,434.8454,422.3324,426.5736,1286495,547589446,-6.5673,-1.5162,425.6444,5.146,10636250000,,42545000000,25000000,0,100000000,122.3573,27.8218,75.9474,432.5921,
300782.SZ,׿ʤ΢,20191209,426.5736,428.1277,437.8132,426.1224,429.3208,1125967,485932003,2.7472,0.644,431.5686,4.5039,10704750000,,42819000000,25000000,0,100000000,123.1453,28.001,76.4366,435.3781,
300782.SZ,׿ʤ΢,20191210,429.3208,426.1224,436.8006,418.001,435.1362,1394999,596087623,5.8153,1.3545,427.3033,5.58,10849750000,,43399000000,25000000,0,100000000,124.8134,28.3803,77.4719,441.2755,
300782.SZ,׿ʤ΢,20191211,435.1362,434.0734,450.9779,431.1958,436.1488,1494381,658559387,1.0127,0.2327,440.6904,5.9775,10875000000,,43500000000,25000000,0,100000000,125.1039,28.4464,77.6522,442.3024,
300782.SZ,׿ʤ΢,20191212,436.1488,441.162,447.1779,437.1515,440.7109,1303427,574716599,4.562,1.046,440.9273,5.2137,10988750000,,43955000000,25000000,0,100000000,126.4124,28.7439,78.4644,446.9288,
300782.SZ,׿ʤ΢,20191213,440.7109,442.1647,450.3863,436.1488,450.3863,1492851,658715786,9.6755,2.1954,441.2468,5.9714,11230000000,,44920000000,25000000,0,100000000,129.1877,29.375,80.1871,456.7408,
