代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430300.BJ,辰光医疗,20150320,,12,12,12,12,100000,1200000,,,12,,0,,384000000,0,0,32000000,28.9677,2.9585,5.0351,-126.7279,
430300.BJ,辰光医疗,20150323,12,13.5,30,13.5,13.84,524000,7250000,1.84,15.3333,13.8359,,0,,442880000,0,0,32000000,33.4094,3.4121,5.8072,-146.1595,
430300.BJ,辰光医疗,20150324,13.84,30.6,30.6,13.5,25.71,3287000,45282220,11.87,85.7659,13.7762,,0,,822720000,0,0,32000000,62.0632,6.3385,10.7878,-271.5146,
430300.BJ,辰光医疗,20150325,25.71,27.77,27.77,25.5,27.18,31000,837600,1.47,5.7176,27.0194,,0,,869760000,0,0,32000000,65.6118,6.7009,11.4046,-287.0388,
430300.BJ,辰光医疗,20150326,27.18,27.77,27.88,26,26,18000,498640,-1.18,-4.3414,27.7022,,0,,832000000,0,0,32000000,62.7633,6.41,10.9095,-274.5772,
430300.BJ,辰光医疗,20150327,26,14.5,31.5,14.5,31.31,361000,8989500,5.31,20.4231,24.9017,,0,,1001920000,0,0,32000000,75.5815,7.7191,13.1375,-330.6543,
430300.BJ,辰光医疗,20150330,31.31,30.3,34.95,30.3,30.43,95000,2891200,-0.88,-2.8106,30.4337,,0,,973760000,0,0,32000000,73.4572,7.5022,12.7683,-321.3609,
430300.BJ,辰光医疗,20150331,30.43,15.8,34.8,15.8,30.49,84000,2413700,0.06,0.1972,28.7345,,0,,975680000,0,0,32000000,73.602,7.5169,12.7935,-321.9946,
430300.BJ,辰光医疗,20150401,30.49,35.8,35.8,33,35.22,11000,387400,4.73,15.5133,35.2182,,0,,1127040000,0,0,32000000,85.0201,8.6831,14.7782,-371.9465,
430300.BJ,辰光医疗,20150402,35.22,35.5,35.6,30,30.33,260000,7956920,-4.89,-13.8842,30.6035,,0,,970560000,0,0,32000000,73.2158,7.4775,12.7263,-320.3048,
430300.BJ,辰光医疗,20150403,30.33,30.5,35.5,28,30.11,673000,20428870,-0.22,-0.7254,30.3549,,0,,963520000,0,0,32000000,72.6847,7.4233,12.634,-317.9815,
430300.BJ,辰光医疗,20150407,30.11,32,35,31.23,33.16,219000,7240880,3.05,10.1295,33.0634,,0,,1061120000,0,0,32000000,80.0473,8.1752,13.9138,-350.1915,
430300.BJ,辰光医疗,20150408,33.16,35,36.88,33.5,34.3,99000,3396180,1.14,3.4379,34.3048,,0,,1097600000,0,0,32000000,82.7993,8.4563,14.3921,-362.2307,
430300.BJ,辰光医疗,20150409,34.3,35,35,3.87,31.44,912000,11759060,-2.86,-8.3382,12.8937,,0,,1006080000,0,0,32000000,75.8953,7.7512,13.1921,-332.0272,
430300.BJ,辰光医疗,20150410,31.44,31.5,34.5,5,14.03,487000,6834560,-17.41,-55.3753,14.034,,0,,448960000,0,0,32000000,33.868,3.4589,5.8869,-148.1661,
430300.BJ,辰光医疗,20150413,14.03,30.5,33.8,30.5,30.92,36000,1113280,16.89,120.3849,30.9244,,0,,989440000,0,0,32000000,74.64,7.623,12.9739,-326.5356,
430300.BJ,辰光医疗,20150414,30.92,68,68,4,33.83,36000,647000,2.91,9.4114,17.9722,,0,,1082560000,0,0,32000000,81.6647,8.3404,14.1949,-357.2672,
430300.BJ,辰光医疗,20150415,33.83,31.1,32,28.5,31.58,71000,2242420,-2.25,-6.6509,31.5834,,0,,1010560000,0,0,32000000,76.2333,7.7857,13.2508,-333.5057,
430300.BJ,辰光医疗,20150416,31.58,30,32,30,30.5,21000,643500,-1.08,-3.4199,30.6429,,0,,976000000,0,0,32000000,73.6262,7.5194,12.7977,-322.1002,
430300.BJ,辰光医疗,20150417,30.5,32.5,32.5,32,32.08,14000,452600,1.58,5.1803,32.3286,,0,,1026560000,0,0,32000000,77.4403,7.9089,13.4606,-338.786,
430300.BJ,辰光医疗,20150420,32.08,30,30,29.59,29.73,3000,89180,-2.35,-7.3254,29.7267,,0,,951360000,0,0,32000000,71.7674,7.3296,12.4746,-313.9684,
430300.BJ,辰光医疗,20150421,29.73,28.2,28.25,28.2,28.22,11000,310410,-1.51,-5.079,28.2191,,0,,903040000,0,0,32000000,68.1223,6.9573,11.841,-298.0219,
430300.BJ,辰光医疗,20150422,28.22,30,30,28.2,29.4,6000,176400,1.18,4.1814,29.4,,0,,940800000,0,0,32000000,70.9708,7.2482,12.3361,-310.4834,
430300.BJ,辰光医疗,20150423,29.4,30,36,30,32.93,19000,625600,3.53,12.0068,32.9263,,0,,1053760000,0,0,32000000,79.4921,8.1185,13.8173,-347.7626,
430300.BJ,辰光医疗,20150424,32.93,30.3,33.3,30.3,32.2,8000,257600,-0.73,-2.2168,32.2,,0,,1030400000,0,0,32000000,77.7299,7.9385,13.511,-340.0533,
430300.BJ,辰光医疗,20150427,32.2,30,30,29.9,30,46000,1379660,-2.2,-6.8323,29.9926,,0,,960000000,0,0,32000000,72.4192,7.3961,12.5879,-316.8198,
430300.BJ,辰光医疗,20150428,30,16,28.6,16,28.6,13000,308800,-1.4,-4.6667,23.7538,,0,,915200000,0,0,32000000,69.0396,7.051,12.0004,-302.0349,
430300.BJ,辰光医疗,20150429,28.6,28,28,28,28,2000,56000,-0.6,-2.0979,28,,0,,896000000,0,0,32000000,67.5912,6.9031,11.7487,-295.6985,
430300.BJ,辰光医疗,20150430,28,36,36,29.5,33.57,35000,1148510,5.57,19.8929,32.8146,,0,,1074240000,0,0,32000000,81.0371,8.2763,14.0858,-354.5214,
430300.BJ,辰光医疗,20150504,33.57,3,33,3,31.75,403000,2376500,-1.82,-5.4215,5.897,,0,,1016000000,0,0,32000000,76.6436,7.5213,13.3222,-335.301,
430300.BJ,辰光医疗,20150505,31.75,31,32.9,5,8.32,179000,2730320,-23.43,-73.7953,15.2532,,0,,266240000,0,0,32000000,20.0843,1.9709,3.491,-87.8647,
430300.BJ,辰光医疗,20150506,8.32,22,34.21,21,28.68,305000,6974160,20.36,244.7115,22.8661,,0,,917760000,0,0,32000000,57.4623,6.7941,12.034,-302.8798,
430300.BJ,辰光医疗,20150507,28.68,26,28,25.65,26,58000,1535640,-2.68,-9.3445,26.4766,,0,,832000000,0,0,32000000,52.0927,6.1592,10.9095,-274.5772,
430300.BJ,辰光医疗,20150508,26,27.5,27.5,26.13,26.42,41000,1112380,0.42,1.6154,27.1312,,0,,845440000,0,0,32000000,52.9342,6.2587,11.0857,-279.0127,
430300.BJ,辰光医疗,20150511,26.42,26.5,26.5,26.13,26.3,9000,236920,-0.12,-0.4542,26.3244,,0,,841600000,0,0,32000000,52.6938,6.2303,11.0354,-277.7454,
430300.BJ,辰光医疗,20150512,26.3,26.13,26.5,25.18,25.3,20000,517910,-1,-3.8023,25.8955,,0,,809600000,0,0,32000000,50.6902,5.9934,10.6158,-267.1847,
430300.BJ,辰光医疗,20150513,25.3,25.18,25.5,24.9,25.5,21000,530980,0.2,0.7905,25.2848,,0,,816000000,0,0,32000000,51.0909,6.0408,10.6997,-269.2968,
430300.BJ,辰光医疗,20150514,25.5,25.6,26.3,25.6,26,12000,312600,0.5,1.9608,26.05,,0,,832000000,0,0,32000000,52.0927,6.1592,10.9095,-274.5772,
430300.BJ,辰光医疗,20150515,26,25.58,26.2,25.58,26,26000,678570,0,0,26.0988,,0,,832000000,0,0,32000000,52.0927,6.1592,10.9095,-274.5772,
430300.BJ,辰光医疗,20150518,26,25.58,26.42,24.98,26,67000,1723810,0,0,25.7285,,0,,832000000,0,0,32000000,52.0927,6.1592,10.9095,-274.5772,
430300.BJ,辰光医疗,20150519,26,26,26,26,26,1000,26000,0,0,26,,0,,832000000,0,0,32000000,52.0927,6.1592,10.9095,-274.5772,
430300.BJ,辰光医疗,20150520,26,25.29,25.5,23.8,24.18,103000,2513110,-1.82,-7,24.3991,,0,,773760000,0,0,32000000,48.4462,5.7281,10.1458,-255.3568,
430300.BJ,辰光医疗,20150521,24.18,24.7,25.2,23.6,23.6,18000,437780,-0.58,-2.3987,24.3211,,0,,755200000,0,0,32000000,47.2841,5.5907,9.9025,-249.2316,
