Date,Open,High,Low,Close,Volume
2000-01-03 16:00:00.288,9.38,10.0,9.38,9.38,1600
2000-01-04 16:00:00.288,9.38,10.0,8.75,9.38,5800
2000-01-05 16:00:00.288,10.0,10.0,7.5,10.0,55100
2000-01-06 16:00:00.288,10.0,10.0,9.69,10.0,3200
2000-01-07 16:00:00.288,10.0,10.32,10.0,10.0,10100
2000-01-10 16:00:00.288,10.0,10.63,10.0,10.0,2000
2000-01-11 16:00:00.288,10.0,10.0,9.38,10.0,8100
2000-01-12 16:00:00.288,9.69,10.0,8.75,9.69,4000
2000-01-13 16:00:00.288,10.0,10.32,9.38,10.0,1800
2000-01-14 16:00:00.288,10.32,10.32,10.32,10.32,1500
2000-01-18 16:00:00.288,9.38,10.0,9.38,9.38,3800
2000-01-19 16:00:00.288,9.38,9.38,9.38,9.38,200
2000-01-20 16:00:00.288,10.32,10.32,9.38,10.32,5100
2000-01-21 16:00:00.288,10.0,10.63,10.0,10.0,3100
2000-01-24 16:00:00.288,9.38,10.32,9.38,9.38,6800
2000-01-25 16:00:00.288,10.32,10.32,9.38,10.32,14800
2000-01-26 16:00:00.288,10.32,10.32,9.38,10.32,9900
2000-01-28 16:00:00.288,10.32,10.32,10.0,10.32,2300
2000-01-31 16:00:00.288,10.94,10.94,10.0,10.94,6900
2000-02-01 16:00:00.288,10.63,10.94,10.32,10.63,7400
2000-02-02 16:00:00.288,10.94,10.94,10.32,10.94,500
2000-02-03 16:00:00.288,10.94,10.94,10.32,10.94,2800
2000-02-04 16:00:00.288,10.32,11.25,10.0,10.32,7800
2000-02-08 16:00:00.288,10.0,10.32,9.38,10.0,6700
2000-02-09 16:00:00.288,8.75,10.63,8.75,8.75,3900
2000-02-10 16:00:00.288,10.0,10.63,8.75,10.0,5500
2000-02-11 16:00:00.288,9.38,10.63,9.38,9.38,2000
2000-02-14 16:00:00.288,10.0,10.32,9.38,10.0,8500
2000-02-15 16:00:00.288,10.63,10.63,10.32,10.63,8400
2000-02-16 16:00:00.288,10.32,10.63,9.38,10.32,5000
2000-02-17 16:00:00.288,10.0,10.0,9.69,10.0,3500
2000-02-18 16:00:00.288,9.38,9.38,9.38,9.38,4300
2000-02-22 16:00:00.288,10.0,10.0,9.38,10.0,15200
2000-02-23 16:00:00.288,15.94,15.94,10.0,15.94,50600
2000-02-24 16:00:00.288,15.0,15.63,13.75,15.0,35400
2000-02-25 16:00:00.288,14.07,15.0,13.13,14.07,8800
2000-02-28 16:00:00.288,12.5,13.75,12.5,12.5,15300
2000-02-29 16:00:00.288,12.19,12.19,11.25,12.19,4700
2000-03-01 16:00:00.288,11.25,11.88,11.25,11.25,3600
2000-03-02 16:00:00.288,10.63,11.25,10.63,10.63,2300
2000-03-03 16:00:00.288,11.88,11.88,10.94,11.88,2200
2000-03-06 16:00:00.288,10.63,11.25,10.63,10.63,6300
2000-03-07 16:00:00.288,11.25,11.25,10.32,11.25,4700
2000-03-08 16:00:00.288,11.25,11.88,11.25,11.25,4600
2000-03-09 16:00:00.288,13.13,13.13,11.88,13.13,12200
2000-03-10 16:00:00.288,13.13,13.13,13.13,13.13,2000
2000-03-13 16:00:00.288,13.75,13.75,12.5,13.75,4000
2000-03-14 16:00:00.288,13.75,13.75,13.13,13.75,1500
2000-03-15 16:00:00.288,14.07,14.07,13.75,14.07,9600
2000-03-16 16:00:00.288,14.38,14.38,12.5,14.38,11600
2000-03-17 16:00:00.288,14.38,14.69,13.75,14.38,5400
2000-03-20 16:00:00.288,13.13,13.75,12.5,13.13,13100
2000-03-21 16:00:00.288,13.13,13.13,13.13,13.13,300
2000-03-22 16:00:00.288,11.25,12.82,11.25,11.25,5300
2000-03-23 16:00:00.288,11.88,12.5,11.88,11.88,2200
2000-03-24 16:00:00.288,11.25,11.25,10.63,11.25,5400
2000-03-27 16:00:00.288,11.88,11.88,11.25,11.88,7000
2000-03-28 16:00:00.288,11.88,11.88,11.25,11.88,2200
2000-03-29 16:00:00.288,13.75,13.75,12.5,13.75,10100
2000-03-30 16:00:00.288,12.5,13.75,12.5,12.5,6400
2000-03-31 16:00:00.288,13.13,13.75,12.5,13.13,1200
2000-04-03 16:00:00.288,13.13,13.75,12.5,13.13,2000
2000-04-04 16:00:00.288,11.88,13.13,10.63,11.88,6100
2000-04-05 16:00:00.288,12.19,12.5,10.63,12.19,7500
2000-04-06 16:00:00.288,12.5,12.5,11.25,12.5,700
2000-04-07 16:00:00.288,11.88,12.5,11.88,11.88,4900
2000-04-10 16:00:00.288,12.19,12.5,12.19,12.19,1900
2000-04-11 16:00:00.288,11.88,11.88,11.25,11.88,5400
2000-04-12 16:00:00.288,11.88,12.19,11.25,11.88,20800
